family,model_label,seed,bundle_id,source_status,artifact,present,verified,rows,sha256
dgd,DGD,9999,20260717T024945-s9999-a305b145acdf,PASS,validation_thresholds,True,True,4,6291a2c20591c9389c1bac076c74a59bf3d93f7c6567060c40aee3063fb27f51
dgd,DGD,9999,20260717T024945-s9999-a305b145acdf,PASS,evaluation_predictions,True,True,230276,61a15dbcf51abee73fc16a22dccbe4a8bb63f58f215c3ad0a7bbfda7ca579842
dgd_ablation,DGD-Ablation:selected,2025,20260717T123348879045-s2025-f5e7acb856b6,PASS,evaluation_metrics,True,True,16,c862224c2b6520d0f2589ac2c0773f462c9ac5db06a2f561bd6d5b38a3cedafe
dgd_ablation,DGD-Ablation:selected,2025,20260717T123348879045-s2025-f5e7acb856b6,PASS,validation_thresholds,True,True,16,2f4641b91b93307928505c2034d21535939543d294b015edd1b9c9d25bcc87fb
dgd_ablation,DGD-Ablation:selected,2025,20260717T123348879045-s2025-f5e7acb856b6,PASS,evaluation_predictions,True,True,921104,9d413fe6b98f872ec03397ef6cccfcc2b25184deaf4c2b37fd4865aaeb7ec1e8
dgd_ablation,DGD-Ablation:selected,3407,20260717T124011847802-s3407-f49d7d5f0960,PASS,evaluation_metrics,True,True,16,34c5cd1b2cf4a51e72c541c21576bf6c605318a8533d2c14ddcca9eefb12c525
dgd_ablation,DGD-Ablation:selected,3407,20260717T124011847802-s3407-f49d7d5f0960,PASS,validation_thresholds,True,True,16,666027299df231dd0bfe8c6d8dc2de66d3351571d66f8421bd0b05bd01fe50de
dgd_ablation,DGD-Ablation:selected,3407,20260717T124011847802-s3407-f49d7d5f0960,PASS,evaluation_predictions,True,True,921104,d2858c96f9d11cf450ffa045eeb590a521cc6e1cee1a200bd2bd38b2d1e9769e
dgd_ablation,DGD-Ablation:selected,4517,20260717T124219072077-s4517-bbe4defe524a,PASS,evaluation_metrics,True,True,16,b31e582343cafcc7ed692630adca1813ef5c887e370d2df814d7995412493bff
dgd_ablation,DGD-Ablation:selected,4517,20260717T124219072077-s4517-bbe4defe524a,PASS,validation_thresholds,True,True,16,11a3b9b44490eeb3930247956f2b502ad5c9fdb7d51e4acec8e366b5b4d93f1a
dgd_ablation,DGD-Ablation:selected,4517,20260717T124219072077-s4517-bbe4defe524a,PASS,evaluation_predictions,True,True,921104,10c4b07e981afdc0c9d520b8a062a3f58d3ef244d131d6d6b92a88e235e7451f
dgd_ablation,DGD-Ablation:selected,7788,20260717T123556602111-s7788-14eef65a00e7,PASS,evaluation_metrics,True,True,16,363741ca9878772ac970e5969ca36ea0dfd3871e1cf7199372aa8d88ecfdfa34
dgd_ablation,DGD-Ablation:selected,7788,20260717T123556602111-s7788-14eef65a00e7,PASS,validation_thresholds,True,True,16,bc3bd0b952471fc8781b5ce6b680b48f764c1df44857d6627800d3ed40c3b843
dgd_ablation,DGD-Ablation:selected,7788,20260717T123556602111-s7788-14eef65a00e7,PASS,evaluation_predictions,True,True,921104,0f89f05e9e4c6f2cdf557b3528e82a67bc3162b94eb2f598259de5e4e548e0b6
dgd_ablation,DGD-Ablation:selected,9999,20260717T123805162399-s9999-13782db53d0d,PASS,evaluation_metrics,True,True,16,0d2820a2251c11302d224c31810fbd19b55d75d8f45df52dc500e46260c2ed9d
dgd_ablation,DGD-Ablation:selected,9999,20260717T123805162399-s9999-13782db53d0d,PASS,validation_thresholds,True,True,16,19cff35eb6fab069984ee56bcdd6e5f7184494b6bccf4d9a45c8e38028a0dc69
dgd_ablation,DGD-Ablation:selected,9999,20260717T123805162399-s9999-13782db53d0d,PASS,evaluation_predictions,True,True,921104,390f083e9e6e3681a77188440608ae9fcb3e23c9b6d69832e5ad2393fa5278b6
emerg,EmerG,2025,20260717T053254-s2025-0c7949225aa0,PASS,evaluation_metrics,True,True,4,ea5b1149a5fa124685e3727c9917ecd568f74d797063bce466fe03ebddb42940
emerg,EmerG,2025,20260717T053254-s2025-0c7949225aa0,PASS,validation_thresholds,True,True,4,b0cedfdd1f78bfa71e4efa172a6b8eee26c34a3cc6cc70367a33101e212150f4
emerg,EmerG,2025,20260717T053254-s2025-0c7949225aa0,PASS,evaluation_predictions,True,True,230276,f426aab9344d7855d53afafcea3cf1703af7c1d7e615d4beb5a6374d163d17fb
emerg,EmerG,3407,20260717T053447-s3407-179d309665a5,PASS,evaluation_metrics,True,True,4,b77700c18994304151c77bd4f9813319c574338ef0e45e22fedc16bfab349cca
emerg,EmerG,3407,20260717T053447-s3407-179d309665a5,PASS,validation_thresholds,True,True,4,d4d2976726edf2d402e804f10faa62d23d135194727e8cf6e9a0efc01793ce80
emerg,EmerG,3407,20260717T053447-s3407-179d309665a5,PASS,evaluation_predictions,True,True,230276,0af1b7f3f192147305146c92f309560e5983be1c110be8b2e860a8348c4d3d18
emerg,EmerG,4517,20260717T053525-s4517-73f38546870a,PASS,evaluation_metrics,True,True,4,a57a9f729f8a58335f274584a0c02d3dce63549a8288840d7635d4ae47bd50d8
emerg,EmerG,4517,20260717T053525-s4517-73f38546870a,PASS,validation_thresholds,True,True,4,2f66e8da621906f377d3e0f8cf55e593ef19cbf505886c2620b6fd16fb28bb11
emerg,EmerG,4517,20260717T053525-s4517-73f38546870a,PASS,evaluation_predictions,True,True,230276,5e6134a23dc5fb373a56d8f1cd585787e83c240aa8606d0ead7611723f6bcba5
emerg,EmerG,7788,20260717T053333-s7788-a3a10db1ee40,PASS,evaluation_metrics,True,True,4,9a72f1e2f73608ba76c1b93e897f429b36cb42973b6cfbd210c784ef008be113
emerg,EmerG,7788,20260717T053333-s7788-a3a10db1ee40,PASS,validation_thresholds,True,True,4,077fea370a0cbdf2199282c3737ce098ebaceddaf2a8b3994955fafd75ea2135
emerg,EmerG,7788,20260717T053333-s7788-a3a10db1ee40,PASS,evaluation_predictions,True,True,230276,ef0935f879dcbc614637685f28fc3f4c657b5b07ba64dd336835589825e813ce
emerg,EmerG,9999,20260717T053411-s9999-0b7345acfb18,PASS,evaluation_metrics,True,True,4,e60351d581118f7954d8f5fcfac4a3c8e756bce18bf477fad0892cc4c1791490
emerg,EmerG,9999,20260717T053411-s9999-0b7345acfb18,PASS,validation_thresholds,True,True,4,478dd6ac243f950a896b5b1b2967370217ded6c25b9550b53e2300255fc26d5e
emerg,EmerG,9999,20260717T053411-s9999-0b7345acfb18,PASS,evaluation_predictions,True,True,230276,0e811fa5912ad31d69c6a0bdc5455878e5cfedddfb5c9f01d54d5a4148b86016
lightgcn,LightGCN,2025,20260716T183339-s2025-a370f5a1659c,WARN,evaluation_metrics,True,True,4,3a15fe51b08b3dee5c57abc35615e821dc5a0eac94e21e9b8aca8f343021dc63
lightgcn,LightGCN,2025,20260716T183339-s2025-a370f5a1659c,WARN,validation_thresholds,True,True,4,b70d77edf1971c8677423571d773ab3f13cbcc79431f0b8536faa7df3d7bf8f5
lightgcn,LightGCN,2025,20260716T183339-s2025-a370f5a1659c,WARN,evaluation_predictions,True,True,230276,ac5b996aa35c914b9b706fdfbea153d955c6ae664f4075c81c35d016a4b7d31c
lightgcn,LightGCN,3407,20260716T183408-s3407-d3c5f4a86f19,WARN,evaluation_metrics,True,True,4,66f67458866396e487e785943f6d4620f85dbbd407c79be435d4cd68678ab579
lightgcn,LightGCN,3407,20260716T183408-s3407-d3c5f4a86f19,WARN,validation_thresholds,True,True,4,96b4686e44a3c270691166a2ebe5ad401e367b2025b00a805a651649305902ae
lightgcn,LightGCN,3407,20260716T183408-s3407-d3c5f4a86f19,WARN,evaluation_predictions,True,True,230276,e7f5e75fb9d000f984c88874d94dadcd38e92cc412157c2b4cdf2677a6cc0fab
lightgcn,LightGCN,4517,20260716T183419-s4517-388725ed3236,WARN,evaluation_metrics,True,True,4,041d5fb277cd8b18139bcc5a759db5b2994b1b4ba393f36248e7b117bcbb9dad
lightgcn,LightGCN,4517,20260716T183419-s4517-388725ed3236,WARN,validation_thresholds,True,True,4,e97073472eaec4199d01ba79a97fe0225d5a01f744e28907efe6aebdba3f76c0
lightgcn,LightGCN,4517,20260716T183419-s4517-388725ed3236,WARN,evaluation_predictions,True,True,230276,b239824b5a43e26c1715cca5ddb9f212c5331f1646036070a356d2c778b74d3f
lightgcn,LightGCN,7788,20260716T183349-s7788-055a93bf6705,WARN,evaluation_metrics,True,True,4,ee91413e19cbea88618f6d1c8c33a39dca0aa872a1696e207e985d1f69759a98
lightgcn,LightGCN,7788,20260716T183349-s7788-055a93bf6705,WARN,validation_thresholds,True,True,4,bb92c658e8ec6c4e9e32a4474ea0fe95a7c7193ad8a7bb2360ef0af504da7267
lightgcn,LightGCN,7788,20260716T183349-s7788-055a93bf6705,WARN,evaluation_predictions,True,True,230276,d054fa7122a350433e420768ff9220052ad41e18663e180583a523876d12f2bd
lightgcn,LightGCN,9999,20260716T183359-s9999-6cc7ff772669,WARN,evaluation_metrics,True,True,4,36983dee07f36c646da3434b7387d3a1a3327901f82a66f396ee9266b6d42782
lightgcn,LightGCN,9999,20260716T183359-s9999-6cc7ff772669,WARN,validation_thresholds,True,True,4,77305650e65c96355c9d7670f2f3712a5957d772646948bbc61a558e32fb1e8b
lightgcn,LightGCN,9999,20260716T183359-s9999-6cc7ff772669,WARN,evaluation_predictions,True,True,230276,3e9480909ad3f831cd384bb47c7158cf9ce82ce3b190b7b734976db28f4c8b15
