item_idx,item_id,edge_logit_mean,edge_logit_std,edge_probability_mean,edge_probability_std,stage
116,172,0.06946574,0.4018182,0.5162787,0.096554555,tuning
119,175,0.029766189,0.35346442,0.50689226,0.08576505,tuning
120,176,-0.009578541,0.33449927,0.4974511,0.0816918,tuning
122,180,-0.018231379,0.32042557,0.4953502,0.07834306,tuning
124,185,0.07595296,0.38297796,0.51793635,0.09222526,tuning
133,196,0.06937762,0.39010268,0.5162334,0.09383387,tuning
136,203,0.019599894,0.36109254,0.50448537,0.08769067,tuning
137,204,0.056701403,0.4143281,0.5131633,0.099508,tuning
140,207,0.03161815,0.36725283,0.5073948,0.089014664,tuning
141,208,0.058157094,0.41870257,0.5135195,0.10051243,tuning
144,216,0.02940312,0.3664159,0.506807,0.08886047,tuning
147,222,0.04422544,0.36834353,0.5102972,0.08913507,tuning
148,223,-0.052540164,0.34897378,0.4871103,0.08513945,tuning
149,224,0.020631714,0.36145324,0.50470257,0.08775222,tuning
150,225,0.059547372,0.36538345,0.51409525,0.08835973,tuning
153,230,0.03934019,0.36262137,0.5091708,0.08782938,tuning
155,232,0.023318272,0.3647203,0.5052903,0.08851694,tuning
156,233,0.010984482,0.36471128,0.5023673,0.08851201,tuning
158,235,-0.07086343,0.34849682,0.48268747,0.08494799,tuning
164,247,-0.01126319,0.32924566,0.49700865,0.080426045,tuning
166,249,-0.0008514031,0.34685484,0.4995357,0.08444096,tuning
168,253,0.002372699,0.36539188,0.50022346,0.08864975,tuning
170,256,0.07004173,0.40282845,0.51640874,0.096826695,tuning
174,260,0.035829976,0.42672604,0.5075981,0.10250203,tuning
175,261,0.050386462,0.3705059,0.51177305,0.08953644,tuning
177,265,0.012193691,0.33383176,0.5026758,0.08136762,tuning
178,266,0.027177459,0.3473926,0.5063449,0.08447627,tuning
182,272,-0.018037818,0.35516864,0.4953676,0.086443484,tuning
183,273,0.041737664,0.37461454,0.50978935,0.090595946,tuning
187,280,0.027224531,0.35313782,0.50627565,0.08571781,tuning
189,282,0.0501944,0.37748364,0.51175374,0.09115767,tuning
190,288,-0.027021721,0.38225037,0.49321917,0.09274785,tuning
193,292,0.09596224,0.38937324,0.52266645,0.0934458,tuning
194,293,0.0011448839,0.34811547,0.49997744,0.08476722,tuning
195,296,-0.009547847,0.33181593,0.49747577,0.08104942,tuning
199,303,0.04731692,0.39558527,0.51104105,0.09540602,tuning
202,307,0.0068964837,0.3501723,0.5013919,0.08525096,tuning
203,308,0.009669561,0.3452509,0.50211704,0.08408874,tuning
205,314,0.007791153,0.35101086,0.5016034,0.08534525,tuning
207,316,0.059798818,0.39181888,0.5138428,0.09425135,tuning
208,317,0.027811885,0.36795226,0.5064001,0.089202605,tuning
209,318,0.023398371,0.35592476,0.5053034,0.08644764,tuning
210,319,-0.028630296,0.32126117,0.4928819,0.07862254,tuning
214,327,0.03769334,0.37914327,0.508691,0.09165053,tuning
216,329,0.04904427,0.4030603,0.51130295,0.096975036,tuning
219,333,0.015812881,0.31984696,0.5036032,0.07810817,tuning
221,337,0.01761377,0.3548067,0.503941,0.086195685,tuning
222,338,0.08474111,0.37355128,0.52010643,0.09000843,tuning
223,339,0.031770542,0.36649927,0.5073414,0.08880513,tuning
225,342,-0.0049070083,0.35453615,0.49853596,0.08629367,tuning
226,344,0.019126045,0.37101394,0.5042735,0.08989814,tuning
227,345,0.005571497,0.35900554,0.5010639,0.087251104,tuning
229,348,-0.03886054,0.3483678,0.49039274,0.084930226,tuning
232,351,0.049147803,0.35907748,0.51160663,0.08706995,tuning
234,353,-0.014146239,0.365977,0.49628597,0.08901876,tuning
236,355,0.10297428,0.4266079,0.5242212,0.10190943,tuning
237,356,-0.0139887,0.3327625,0.49636453,0.08120742,tuning
238,357,-0.033103388,0.33610636,0.4917324,0.082066484,tuning
241,361,0.051974867,0.36909577,0.51225126,0.089363016,tuning
247,367,0.010398509,0.35419306,0.502215,0.086091526,tuning
248,368,-0.00015168844,0.3531076,0.49965578,0.08588641,tuning
249,370,0.04164671,0.38668454,0.5097145,0.093391895,tuning
250,371,0.011350834,0.35797668,0.5024716,0.08698325,tuning
251,372,0.015587855,0.35969126,0.50351787,0.08737,tuning
252,373,0.050957654,0.34343386,0.51203376,0.083417304,tuning
254,376,0.08988115,0.41259542,0.52094626,0.09865638,tuning
255,377,0.018689262,0.38453728,0.5040882,0.09298815,tuning
258,380,0.010569993,0.3706544,0.5021967,0.089898534,tuning
260,382,0.061954696,0.39337423,0.5145428,0.09475942,tuning
261,383,0.054799534,0.3242645,0.51311475,0.0789488,tuning
265,405,0.08814462,0.42632955,0.52057785,0.1018731,tuning
268,410,0.040158812,0.39530975,0.50934786,0.09542466,tuning
269,412,0.045529485,0.3793628,0.51059264,0.09164136,tuning
274,417,0.0021618989,0.34303254,0.5002955,0.08363258,tuning
276,420,0.11218699,0.42256078,0.5263487,0.10076546,tuning
281,426,0.026178058,0.36766842,0.50601304,0.08919068,tuning
283,428,0.034789342,0.34277475,0.50811017,0.083308786,tuning
285,431,0.046105806,0.37551957,0.5106515,0.09070295,tuning
287,434,0.08335411,0.4144141,0.5193858,0.099156894,tuning
288,435,0.09135811,0.42366123,0.52131927,0.10119585,tuning
292,440,0.011412789,0.3497454,0.50243783,0.085070744,tuning
297,446,0.005340224,0.33688483,0.5010426,0.08218207,tuning
300,450,0.05784132,0.376926,0.5136076,0.09109984,tuning
303,454,0.051404595,0.3726769,0.5120242,0.09006497,tuning
304,455,0.11071715,0.43414998,0.5259517,0.10345285,tuning
306,457,0.054133043,0.4061223,0.51233906,0.097627856,tuning
312,466,0.07705547,0.37584436,0.5182443,0.090667956,tuning
315,471,-0.040979452,0.3398618,0.48984486,0.08299033,tuning
318,475,0.042722575,0.36199427,0.5099418,0.08768039,tuning
321,480,0.017122073,0.37535223,0.50372857,0.09096905,tuning
322,481,0.020863064,0.3711052,0.50468284,0.089875735,tuning
325,485,0.080681495,0.43210682,0.5187638,0.103235394,tuning
330,491,0.0643077,0.38720578,0.51510686,0.09331969,tuning
331,492,0.0028257912,0.32833576,0.5004534,0.08017528,tuning
332,493,0.008832116,0.37592405,0.5017215,0.0910594,tuning
333,494,0.06553199,0.40566117,0.515208,0.09731232,tuning
335,500,0.07264147,0.3967321,0.5169894,0.09535629,tuning
341,507,0.003877468,0.3729351,0.5005579,0.090431646,tuning
342,508,0.0708384,0.38549063,0.5165241,0.09271718,tuning
343,509,0.0010011697,0.35146797,0.49991882,0.08551303,tuning
347,514,-0.008047218,0.3691159,0.49769947,0.08958177,tuning
348,515,0.055940706,0.35312486,0.5132174,0.08556866,tuning
349,516,0.089103445,0.38739413,0.52106166,0.093128726,tuning
352,519,0.12545232,0.44619504,0.52937275,0.10595906,tuning
353,520,0.06949394,0.37991744,0.51647764,0.091742665,tuning
357,524,0.038945276,0.35866573,0.5090647,0.086911686,tuning
358,527,0.0034540268,0.3057435,0.50064796,0.07489162,tuning
360,529,0.026839903,0.32801354,0.50623333,0.07994056,tuning
361,531,0.014771495,0.35770312,0.5031974,0.08685227,tuning
363,533,0.048519216,0.43399283,0.5110987,0.10398349,tuning
364,534,0.036455665,0.36359876,0.50840116,0.08812682,tuning
365,535,0.030330393,0.3811677,0.50686854,0.09212481,tuning
366,537,0.030284308,0.37729874,0.5070092,0.091366805,tuning
368,539,0.058809698,0.3657647,0.5137632,0.08841165,tuning
371,542,0.09445162,0.40804172,0.52214783,0.097652234,tuning
372,543,-0.0038824964,0.35748324,0.49868816,0.0868814,tuning
374,546,0.1179197,0.4588188,0.5274634,0.10880424,tuning
379,551,-0.036349706,0.34924477,0.49088648,0.08519679,tuning
380,552,0.05425097,0.4114438,0.51253295,0.09882708,tuning
381,553,0.045585275,0.33301735,0.5107379,0.08097817,tuning
382,555,-0.0035793032,0.35286456,0.4988362,0.08592771,tuning
385,562,-0.032331,0.33560535,0.49193653,0.08196413,tuning
392,585,0.0065772776,0.3611456,0.5013659,0.0878036,tuning
393,586,0.024221964,0.38030246,0.5054422,0.091997124,tuning
396,589,0.028358301,0.35718626,0.506463,0.08675748,tuning
397,590,0.049196817,0.37317875,0.5113776,0.09017352,tuning
399,593,0.02302547,0.3511454,0.50525135,0.08538477,tuning
400,594,0.16186492,0.694477,0.5311873,0.15378883,tuning
401,595,0.020145558,0.3659086,0.50439686,0.088744216,tuning
402,596,0.16111821,0.680893,0.531462,0.15139127,tuning
403,597,0.10267141,0.40816072,0.5240927,0.09766511,tuning
405,605,0.06484964,0.37192407,0.5153464,0.089900725,tuning
407,608,-0.03375186,0.34051687,0.49162734,0.083114244,tuning
409,610,0.049132977,0.40687054,0.51114166,0.097907774,tuning
410,611,0.06040426,0.40890434,0.5140786,0.098271824,tuning
414,616,0.0944594,0.45785093,0.52113986,0.10845072,tuning
416,628,0.059507642,0.36107644,0.5140002,0.087348804,tuning
422,647,0.048159674,0.34447205,0.5114027,0.083632104,tuning
423,648,0.03271601,0.38709843,0.50744796,0.093477845,tuning
425,653,0.03989808,0.40439838,0.5091243,0.097303145,tuning
428,663,-0.016740978,0.36563239,0.4956308,0.08883315,tuning
429,671,-0.020313885,0.34526527,0.49484545,0.08419149,tuning
430,673,0.06485084,0.41976893,0.51514125,0.100655444,tuning
431,674,0.09082899,0.49338034,0.5199914,0.116230644,tuning
432,678,0.022366332,0.34672642,0.5050835,0.084332235,tuning
434,688,0.09009425,0.4261565,0.52124095,0.10194281,tuning
441,707,0.0487511,0.3440273,0.5115679,0.08349281,tuning
442,708,0.052226108,0.36552626,0.5122459,0.08845326,tuning
446,719,0.05330693,0.3832318,0.5125641,0.09259849,tuning
447,720,-0.017232072,0.31405923,0.4956067,0.07689676,tuning
448,724,0.060411554,0.40116152,0.51410365,0.09646675,tuning
450,728,-0.015468364,0.34806406,0.49604675,0.08487362,tuning
451,733,0.07450562,0.39106482,0.5174354,0.094025135,tuning
453,736,0.06234105,0.3956825,0.5145088,0.0951254,tuning
454,737,0.10151986,0.45006824,0.52364546,0.107008584,tuning
455,741,-0.012288354,0.330269,0.49679095,0.080671825,tuning
458,745,-0.0020253223,0.31572253,0.49931696,0.07728391,tuning
459,748,0.04619971,0.38553643,0.510752,0.093030535,tuning
462,762,0.087016195,0.4138187,0.5205377,0.09920982,tuning
466,778,-0.0090572,0.35688487,0.49757725,0.08684267,tuning
467,780,0.06601864,0.3551687,0.51564234,0.085933335,tuning
470,783,0.0010051487,0.34838587,0.50003666,0.08484126,tuning
471,784,0.015667357,0.38222033,0.50350094,0.09257613,tuning
472,785,-0.009950891,0.35606897,0.49737126,0.08665382,tuning
473,786,0.10047688,0.42002746,0.52346826,0.10017626,tuning
474,788,0.016559578,0.37530363,0.5036515,0.09092231,tuning
475,798,0.08656601,0.42674989,0.52019227,0.10192382,tuning
476,799,0.0013200971,0.36789933,0.5000216,0.089316,tuning
479,802,0.031225048,0.3744077,0.50709605,0.090534784,tuning
480,804,0.03428384,0.38551134,0.50790006,0.09317679,tuning
481,805,0.057537034,0.3623888,0.51361334,0.08769003,tuning
487,832,0.07988489,0.39141095,0.5187316,0.09402178,tuning
490,836,0.09835909,0.43190667,0.5230025,0.102953255,tuning
492,838,0.025791883,0.35465947,0.5059059,0.086136706,tuning
496,849,0.059957717,0.41193312,0.5140465,0.098994836,tuning
499,858,0.077769004,0.42970195,0.51748633,0.10263228,tuning
500,861,0.00855223,0.37467852,0.501741,0.090925775,tuning
501,866,0.012228893,0.35728317,0.5027062,0.08684089,tuning
502,879,0.056902394,0.40290233,0.51332545,0.096976645,tuning
510,898,0.15859488,0.65933967,0.5312976,0.14722508,tuning
511,899,0.14311215,0.58653533,0.5297425,0.1338234,tuning
512,900,0.14430974,0.5858315,0.53001475,0.13362037,tuning
515,903,0.13415991,0.53184,0.52898115,0.12325213,tuning
517,905,0.20591682,0.74454516,0.5393456,0.16118614,tuning
520,908,0.1178149,0.49812105,0.525716,0.11648685,tuning
521,909,0.12417495,0.52853113,0.52677226,0.122714296,tuning
522,910,0.121403776,0.49594182,0.52664036,0.11600283,tuning
523,911,0.117802076,0.49168345,0.5259162,0.11523777,tuning
524,912,0.13752659,0.6334054,0.52723205,0.14299606,tuning
525,913,0.1466582,0.6226617,0.5295923,0.14068925,tuning
527,915,0.11287505,0.5200741,0.52428716,0.12126467,tuning
528,916,0.15497732,0.5634233,0.5330221,0.12902297,tuning
531,919,0.16090737,0.6874843,0.53114605,0.1525604,tuning
533,921,0.055844493,0.38767877,0.51280856,0.09345893,tuning
537,926,0.14860027,0.6042987,0.5306065,0.13718167,tuning
539,928,0.17578961,0.668109,0.53494996,0.1484135,tuning
541,930,0.14591701,0.60418326,0.52991533,0.1371987,tuning
542,931,0.15417871,0.62721556,0.5313182,0.14147295,tuning
544,933,0.14796723,0.56947,0.53131974,0.13038701,tuning
549,940,0.14611083,0.7121307,0.5272722,0.15753803,tuning
554,945,0.15774387,0.69054824,0.53023046,0.15308698,tuning
559,950,0.16589135,0.69940877,0.5318215,0.15443331,tuning
560,951,0.1477066,0.6278996,0.52974576,0.14172757,tuning
561,952,0.13819443,0.5803999,0.5290125,0.13285983,tuning
563,954,0.16848606,0.69981676,0.5325043,0.15451972,tuning
564,955,0.14057535,0.65995604,0.52737206,0.14803638,tuning
566,968,0.08955838,0.46663925,0.51984423,0.11047741,tuning
567,969,0.13605794,0.59024787,0.5281433,0.1349081,tuning
568,971,0.118540116,0.5372742,0.5252695,0.124621704,tuning
572,986,0.030160232,0.38346142,0.50684875,0.09272766,tuning
575,994,0.013323018,0.35490012,0.5029878,0.086297065,tuning
576,996,0.056446347,0.39137205,0.51318526,0.09431059,tuning
578,999,0.032605533,0.35752746,0.5076588,0.08677073,tuning
585,1009,0.09687664,0.4529966,0.5219678,0.10751249,tuning
586,1010,0.10543056,0.47383913,0.5236282,0.111870475,tuning
588,1012,0.11862678,0.54143804,0.52511984,0.12533318,tuning
589,1013,0.10327996,0.5236185,0.5221793,0.12226439,tuning
591,1015,0.036861863,0.39922008,0.508384,0.09621379,tuning
593,1017,0.13738109,0.5546619,0.52942175,0.12790331,tuning
595,1019,0.13369659,0.5852119,0.5277493,0.133952,tuning
596,1020,0.03613817,0.37538,0.50839543,0.09085762,tuning
598,1022,0.16733375,0.617724,0.5346349,0.13936992,tuning
599,1023,0.08332872,0.4548987,0.51842415,0.10802195,tuning
602,1027,0.050874382,0.39362803,0.51181847,0.09481507,tuning
603,1028,0.11644178,0.49282685,0.52563494,0.11547513,tuning
604,1029,0.13913718,0.6459301,0.5273832,0.1453911,tuning
605,1030,0.08649468,0.4443013,0.5196049,0.105668716,tuning
606,1031,0.078066744,0.45760038,0.517276,0.108672135,tuning
607,1032,0.13074714,0.58816856,0.527016,0.134581,tuning
608,1033,0.04014266,0.40109828,0.508961,0.09661549,tuning
610,1035,0.124615826,0.48995256,0.5275665,0.114739165,tuning
611,1036,0.06690921,0.40069106,0.5154197,0.096316695,tuning
612,1037,0.07717633,0.4216375,0.5178908,0.10090432,tuning
613,1041,0.0025884786,0.3450165,0.50036246,0.083991505,tuning
614,1042,0.008510833,0.35590884,0.5017838,0.08649714,tuning
617,1047,0.036542848,0.38395408,0.50838107,0.09274163,tuning
623,1059,0.010695032,0.35570785,0.5023055,0.08643383,tuning
624,1060,-0.00684809,0.34604165,0.49811378,0.08431741,tuning
626,1064,0.03249995,0.38186625,0.5075719,0.09238444,tuning
629,1073,0.06285524,0.43758404,0.51396346,0.104583144,tuning
630,1077,0.08579108,0.4229381,0.51947784,0.10103258,tuning
631,1078,0.082957774,0.4179998,0.5188019,0.09986118,tuning
632,1079,-0.0019650927,0.34457427,0.49919763,0.083970755,tuning
633,1080,0.016251178,0.37232202,0.5034417,0.09032627,tuning
634,1081,0.08559797,0.40694538,0.5197577,0.09744177,tuning
637,1084,0.11770725,0.4643248,0.526363,0.10941219,tuning
639,1086,0.14359702,0.5574706,0.5305515,0.12812208,tuning
641,1089,-0.006884842,0.3112285,0.49814156,0.07622899,tuning
642,1090,0.024098285,0.3290608,0.5055216,0.08024937,tuning
644,1092,0.02698333,0.3647161,0.5061143,0.08841875,tuning
645,1093,0.02818299,0.3742959,0.5063861,0.09057937,tuning
646,1094,-0.00087546225,0.33275124,0.49956745,0.08121509,tuning
647,1095,0.00064178515,0.34068552,0.49990258,0.083081745,tuning
648,1096,0.057954207,0.39028394,0.5132874,0.0940147,tuning
649,1097,0.051806614,0.41622847,0.51158047,0.09991175,tuning
651,1100,0.092353426,0.40858352,0.5215555,0.09780192,tuning
652,1101,0.04499373,0.3951223,0.51014584,0.09516936,tuning
653,1103,0.13612838,0.58342284,0.5284537,0.13353041,tuning
654,1104,0.12055368,0.561007,0.5251478,0.12927417,tuning
656,1120,0.022781935,0.36271727,0.5051952,0.08794815,tuning
657,1124,0.051790595,0.41567138,0.51159006,0.099673055,tuning
658,1125,0.07104594,0.4290253,0.51597786,0.10249368,tuning
659,1126,0.060929537,0.38599473,0.5143518,0.093167864,tuning
660,1127,-0.020626685,0.38963974,0.49456203,0.09437752,tuning
662,1129,0.027481556,0.40671328,0.50592476,0.09795071,tuning
663,1130,0.0750781,0.4289699,0.5170583,0.102510765,tuning
664,1131,0.054844238,0.36481598,0.512686,0.088240914,tuning
665,1132,0.07071167,0.37442058,0.51648843,0.090286635,tuning
666,1135,0.09874907,0.4300292,0.5227249,0.10242032,tuning
667,1136,0.07160399,0.42598206,0.5160653,0.1018677,tuning
668,1147,0.0071503436,0.28772435,0.5016134,0.07060025,tuning
674,1171,-0.028252896,0.33546877,0.49293295,0.08194875,tuning
681,1179,0.011268195,0.311028,0.50250256,0.07605382,tuning
685,1186,0.010877226,0.3623931,0.50223386,0.087942824,tuning
687,1188,0.034803867,0.36484966,0.5079973,0.08843908,tuning
688,1189,0.019074049,0.29496062,0.50443757,0.072277956,tuning
690,1191,0.053189065,0.33107793,0.512707,0.080592066,tuning
694,1196,0.022060927,0.3829272,0.50467753,0.0926796,tuning
695,1197,0.003948039,0.38341117,0.5004723,0.092974596,tuning
698,1200,0.017825324,0.34651324,0.5039343,0.08434944,tuning
699,1201,0.079572015,0.45932582,0.5175753,0.10917504,tuning
701,1203,0.13086273,0.5512664,0.52771974,0.12707599,tuning
702,1204,0.10564566,0.46370393,0.5234264,0.109452665,tuning
703,1205,0.056021467,0.37845305,0.5129706,0.091314465,tuning
704,1206,0.047658578,0.40665078,0.51056117,0.097885855,tuning
705,1207,0.11336896,0.47872105,0.52504325,0.1124891,tuning
706,1208,0.021003285,0.3528536,0.5046375,0.08583699,tuning
709,1211,0.0037267497,0.3533586,0.50050616,0.0860116,tuning
710,1212,0.13519502,0.58356637,0.5280467,0.13353175,tuning
711,1213,0.016846716,0.34305087,0.5037791,0.08355776,tuning
712,1214,0.029881397,0.38663936,0.5065464,0.09352765,tuning
713,1215,-0.040514495,0.3632278,0.48993906,0.08839826,tuning
715,1217,0.016411632,0.31969047,0.50368625,0.07814102,tuning
716,1218,0.006088184,0.38204476,0.5009752,0.09254177,tuning
717,1219,0.11496207,0.51052094,0.52489936,0.11921553,tuning
718,1220,0.03536099,0.40541834,0.5077779,0.09773301,tuning
719,1221,0.08987349,0.44073123,0.5202391,0.10486549,tuning
721,1223,-0.028310418,0.31699294,0.49293008,0.07762064,tuning
722,1224,0.038255516,0.35155755,0.50884086,0.08535452,tuning
723,1225,0.064580955,0.3866425,0.51487595,0.09314326,tuning
725,1227,0.02661882,0.34849998,0.5060471,0.084752396,tuning
727,1230,0.04324643,0.41134647,0.5095509,0.098973684,tuning
728,1231,0.07854955,0.40847585,0.51805377,0.0978582,tuning
730,1234,0.09021043,0.4292405,0.5204055,0.10233197,tuning
731,1235,0.051551983,0.39821014,0.51156235,0.095911175,tuning
733,1237,0.11837278,0.535957,0.5252233,0.12435093,tuning
734,1238,0.054578334,0.38564444,0.5125094,0.0929869,tuning
735,1240,0.032027934,0.392804,0.5070794,0.09486963,tuning
737,1242,0.029205697,0.34270266,0.5066966,0.08336308,tuning
738,1243,0.0092405565,0.35259867,0.5018873,0.08576054,tuning
739,1244,0.022522552,0.3672061,0.5049201,0.08911847,tuning
740,1245,0.013789737,0.36993873,0.50297713,0.089730345,tuning
741,1246,0.07262693,0.36383653,0.5170861,0.08788032,tuning
742,1247,0.09853974,0.46449164,0.52183664,0.10973655,tuning
743,1248,0.11688166,0.4859191,0.5257618,0.11400255,tuning
744,1249,0.03224023,0.327092,0.5075039,0.079730354,tuning
745,1250,0.122148566,0.52666783,0.5261716,0.122266054,tuning
747,1252,0.06669575,0.35563403,0.5154399,0.08604697,tuning
748,1253,0.14819379,0.60165644,0.53048736,0.1365118,tuning
749,1254,0.14974341,0.61996204,0.5305541,0.14034134,tuning
750,1256,0.14361459,0.66937953,0.52773553,0.14968222,tuning
751,1257,-0.0041253353,0.34241983,0.49870238,0.083543465,tuning
752,1258,0.023757782,0.40157104,0.5049877,0.0970118,tuning
753,1259,0.0904317,0.38738057,0.5210958,0.093047276,tuning
755,1261,0.0062151924,0.39217463,0.50096035,0.094859764,tuning
756,1262,0.14883792,0.49967963,0.5330591,0.11642505,tuning
758,1264,0.020867037,0.38016385,0.50446373,0.0920453,tuning
759,1265,-0.04346395,0.33240855,0.48923233,0.081252106,tuning
761,1267,0.09586221,0.45229337,0.5212892,0.10714494,tuning
762,1268,0.09426171,0.39918703,0.52210075,0.09564754,tuning
763,1269,0.114911765,0.62164164,0.5225541,0.14145099,tuning
764,1270,0.03890613,0.3871112,0.50874656,0.093510166,tuning
765,1271,0.067075394,0.38300425,0.5156756,0.09227821,tuning
766,1272,0.088704996,0.39532423,0.5203716,0.09476277,tuning
770,1276,0.11141288,0.46254534,0.5248698,0.10909917,tuning
772,1278,0.084617086,0.44545254,0.5188615,0.105893016,tuning
774,1280,0.0351211,0.34541416,0.5081552,0.08394783,tuning
775,1281,0.14022143,0.64758354,0.52764136,0.1457247,tuning
776,1282,0.12821436,0.65188456,0.52481866,0.14689037,tuning
777,1283,0.09648153,0.49414328,0.5207503,0.11604144,tuning
779,1285,-0.02560152,0.34327868,0.493486,0.08371385,tuning
780,1286,0.073446125,0.4132268,0.5167385,0.098898016,tuning
781,1287,0.0974993,0.523341,0.520621,0.122239426,tuning
782,1288,-0.00093548535,0.34141758,0.49941194,0.08327576,tuning
784,1290,0.039338965,0.3703097,0.5090443,0.08964159,tuning
785,1291,0.02472169,0.4069928,0.5053618,0.098179,tuning
786,1292,0.010362695,0.35412332,0.5020685,0.08616832,tuning
787,1293,0.07328652,0.4021806,0.5168243,0.096500464,tuning
789,1295,0.020940017,0.3636002,0.5046843,0.08819069,tuning
791,1297,0.015056614,0.3501217,0.50324327,0.08517728,tuning
792,1298,0.06010347,0.37713876,0.5139019,0.09098397,tuning
793,1299,0.08131276,0.37877998,0.518946,0.09117393,tuning
794,1300,0.032810185,0.35913193,0.5074837,0.08712315,tuning
795,1301,0.11752709,0.54627377,0.52478796,0.12643954,tuning
796,1302,0.023553051,0.35534447,0.5053177,0.086262226,tuning
798,1304,0.08781419,0.45590064,0.5194663,0.10811877,tuning
801,1307,0.036680482,0.36772913,0.5083609,0.089044325,tuning
802,1320,0.029157821,0.38282853,0.50672436,0.092637554,tuning
804,1327,0.07521071,0.44417834,0.5171453,0.10594091,tuning
807,1333,0.09581075,0.5074314,0.52065665,0.119074814,tuning
810,1339,0.010376061,0.35506842,0.50217414,0.086309776,tuning
811,1340,0.15724169,0.7096395,0.5296943,0.15660241,tuning
812,1342,0.04949607,0.3917196,0.5115256,0.09450101,tuning
813,1343,0.03147126,0.33394277,0.507336,0.0813178,tuning
815,1345,0.06752371,0.42015612,0.5152009,0.10059092,tuning
817,1347,0.06065817,0.41091353,0.5137771,0.09866121,tuning
819,1350,0.06779287,0.4412264,0.515089,0.10529329,tuning
824,1356,0.03163962,0.40098077,0.50709975,0.0966041,tuning
827,1359,0.088308096,0.41910747,0.52077425,0.100332156,tuning
832,1367,0.078841984,0.39587,0.5185944,0.095199,tuning
834,1371,0.07411922,0.43530965,0.51684326,0.10390636,tuning
835,1372,0.026251875,0.37668306,0.50589365,0.0911169,tuning
837,1374,0.050429765,0.42348295,0.5112885,0.10158837,tuning
838,1375,0.08647414,0.44050226,0.51969266,0.104808554,tuning
839,1376,0.04952448,0.4051256,0.5112237,0.09738093,tuning
841,1378,0.056235358,0.37918395,0.51307464,0.091508724,tuning
843,1380,0.07672313,0.4105088,0.5176216,0.09841949,tuning
844,1381,0.11811629,0.4458149,0.5274974,0.10588537,tuning
846,1385,0.03332313,0.40850508,0.50746304,0.09827286,tuning
847,1387,0.07468352,0.43039122,0.51686406,0.10292045,tuning
848,1388,0.13839504,0.480916,0.5316875,0.113085836,tuning
