item_idx,item_id,edge_logit_mean,edge_logit_std,edge_probability_mean,edge_probability_std,stage
441,707,0.014694719,0.32048476,0.5033118,0.07809947,tuning
442,708,0.003897066,0.40142816,0.5006963,0.09671375,tuning
446,719,-0.003549066,0.41938752,0.49885592,0.10081332,tuning
447,720,-0.023080684,0.33935636,0.494443,0.08272716,tuning
448,724,0.03549649,0.37345707,0.5081844,0.0901835,tuning
450,728,-0.043764874,0.42294276,0.48956823,0.10178187,tuning
451,733,0.006312401,0.298496,0.5014518,0.07313203,tuning
453,736,0.0030167343,0.3070142,0.5006127,0.07507855,tuning
454,737,0.01840584,0.2884735,0.5043519,0.07063225,tuning
455,741,-0.017823944,0.31065753,0.49563906,0.07600405,tuning
458,745,0.012491571,0.3575149,0.5030297,0.08691779,tuning
459,748,-0.018205872,0.2967696,0.49549925,0.072702155,tuning
462,762,0.0405557,0.38039738,0.5093689,0.09173621,tuning
466,778,-0.016735878,0.3711087,0.4958514,0.08995957,tuning
467,780,-0.003703805,0.27686727,0.49896684,0.06794817,tuning
470,783,-0.028743021,0.32513404,0.49293798,0.079398654,tuning
471,784,-0.006268744,0.41768333,0.49826008,0.10045069,tuning
472,785,-0.04145208,0.40185323,0.48993677,0.09692402,tuning
473,786,0.007899393,0.30169684,0.5017843,0.07380927,tuning
474,788,-0.0056422194,0.34966215,0.49844778,0.08499133,tuning
475,798,0.026837636,0.32475638,0.5063188,0.07911814,tuning
476,799,-0.024922412,0.364376,0.4938992,0.088475674,tuning
479,802,0.016274482,0.35895413,0.50365305,0.087003425,tuning
480,804,0.0020434898,0.3940149,0.5002532,0.09513992,tuning
481,805,0.004981721,0.35399404,0.50094444,0.085907765,tuning
487,832,0.038606398,0.3379194,0.509045,0.08204245,tuning
490,836,0.041324448,0.30134973,0.5098765,0.073515214,tuning
492,838,-0.013094879,0.37906668,0.4967068,0.09179772,tuning
496,849,0.00518387,0.31439817,0.50110936,0.076797836,tuning
499,858,0.03343678,0.3494703,0.50753146,0.08456523,tuning
500,861,-0.018632537,0.30141485,0.49532244,0.07380717,tuning
501,866,0.003257703,0.3481289,0.50061417,0.0846452,tuning
502,879,0.0011787494,0.35964102,0.50011337,0.087326616,tuning
510,898,0.07498153,0.49173987,0.51537013,0.1147294,tuning
511,899,0.046618108,0.409625,0.5098782,0.09771735,tuning
512,900,0.034934536,0.39494288,0.50718665,0.09461175,tuning
515,903,0.059757326,0.40384233,0.51313376,0.09638333,tuning
517,905,0.07417879,0.5230224,0.51465863,0.121123955,tuning
520,908,0.039987043,0.38310996,0.5086398,0.09198969,tuning
521,909,0.042238254,0.43477732,0.5086956,0.10323551,tuning
522,910,0.026317703,0.4053055,0.5051981,0.09698117,tuning
523,911,0.037130814,0.3527514,0.50821936,0.0851287,tuning
524,912,0.051115297,0.45901316,0.51029485,0.10835374,tuning
525,913,0.07016649,0.4365496,0.5151115,0.10329037,tuning
527,915,0.02170538,0.42373908,0.50384545,0.10109225,tuning
528,916,0.062964,0.44481975,0.5133882,0.10515946,tuning
531,919,0.07577958,0.44970307,0.51621026,0.105953254,tuning
533,921,-0.0054074433,0.39526233,0.49817726,0.095264465,tuning
537,926,0.06724887,0.45300928,0.5142734,0.10684212,tuning
539,928,0.060311913,0.45673385,0.5124658,0.10770529,tuning
541,930,0.070922956,0.43756697,0.51528347,0.103431545,tuning
542,931,0.06439695,0.43315828,0.5137191,0.10256562,tuning
544,933,0.066203,0.41832638,0.5144955,0.099409275,tuning
549,940,0.029136399,0.44262865,0.50525403,0.10520888,tuning
554,945,0.056120053,0.48132068,0.5111097,0.11294597,tuning
559,950,0.059180398,0.47870925,0.51185787,0.11237875,tuning
560,951,0.042523004,0.49604216,0.5078416,0.11623389,tuning
561,952,0.038496573,0.40955338,0.50797045,0.09776033,tuning
563,954,0.070430584,0.49885887,0.5141579,0.11638967,tuning
564,955,0.039170947,0.50081784,0.50694275,0.11722069,tuning
566,968,0.0043337476,0.33045617,0.50050855,0.08035773,tuning
567,969,0.031824052,0.40186882,0.50644577,0.09618997,tuning
568,971,0.065920204,0.4254498,0.51437116,0.100978136,tuning
572,986,-0.02866802,0.3326502,0.4929639,0.08120417,tuning
575,994,0.003669848,0.35899815,0.5008117,0.08717043,tuning
576,996,0.00890494,0.30947047,0.5020046,0.075625174,tuning
578,999,5.6233257e-05,0.3532322,0.49977434,0.08577439,tuning
585,1009,0.03225132,0.3434212,0.5072595,0.08317887,tuning
586,1010,0.018959226,0.38767925,0.50368845,0.09319437,tuning
588,1012,0.039326534,0.40002474,0.50821596,0.09572321,tuning
589,1013,0.04238417,0.39169517,0.509095,0.09385775,tuning
591,1015,0.0019939446,0.3335372,0.50023824,0.081211895,tuning
593,1017,0.051153753,0.3835208,0.5112959,0.09192047,tuning
595,1019,0.04690247,0.3845599,0.51018494,0.09219678,tuning
596,1020,-0.020464296,0.40364778,0.494842,0.09730093,tuning
598,1022,0.05179318,0.41603193,0.51097655,0.099071085,tuning
599,1023,0.018261688,0.34130263,0.50383246,0.0827748,tuning
602,1027,0.029787488,0.35973978,0.50681174,0.087031715,tuning
603,1028,0.024713628,0.38204464,0.5050489,0.09189114,tuning
604,1029,0.048718408,0.44854602,0.50985867,0.10618006,tuning
605,1030,0.043185912,0.31983587,0.5100178,0.07765863,tuning
606,1031,0.017177828,0.31807345,0.50365853,0.07739386,tuning
607,1032,0.04784292,0.40877315,0.51013184,0.0974904,tuning
608,1033,0.0047257533,0.34626037,0.5006926,0.084029086,tuning
610,1035,0.018080503,0.34387827,0.5036873,0.083334476,tuning
611,1036,0.0060727033,0.28941697,0.50134754,0.070933186,tuning
612,1037,0.03193461,0.28873998,0.5076316,0.07064452,tuning
613,1041,-0.026977956,0.38086125,0.4934242,0.09220791,tuning
614,1042,-0.033520795,0.4274376,0.49175155,0.1026695,tuning
617,1047,-0.021404088,0.30716103,0.49470833,0.0751883,tuning
623,1059,-0.024593916,0.36418256,0.49391386,0.08843859,tuning
624,1060,-0.021690922,0.39654863,0.49468148,0.095785335,tuning
626,1064,-0.0020863174,0.35491064,0.49929047,0.08622672,tuning
629,1073,0.0046749604,0.34255973,0.5006573,0.08322419,tuning
630,1077,0.0043294486,0.37184772,0.50052994,0.08986299,tuning
631,1078,0.018708372,0.35951218,0.50389224,0.0869067,tuning
632,1079,-0.008155934,0.41783392,0.49781072,0.10047602,tuning
633,1080,-0.02025457,0.40095133,0.4947194,0.09658806,tuning
634,1081,0.00014376723,0.37505218,0.49942827,0.09054465,tuning
637,1084,0.037903618,0.38291836,0.5081998,0.09191072,tuning
639,1086,0.054260164,0.3966748,0.51179576,0.09477722,tuning
641,1089,-0.019797357,0.34476095,0.49518314,0.083932444,tuning
642,1090,0.012482032,0.33834463,0.5027849,0.082297936,tuning
644,1092,0.022007398,0.31914335,0.5051089,0.07778525,tuning
645,1093,-0.025661625,0.33035964,0.49350438,0.08054735,tuning
646,1094,-0.012626974,0.35901937,0.4967338,0.087118365,tuning
647,1095,-0.009962965,0.36117935,0.4974302,0.08760369,tuning
648,1096,0.019599974,0.34270304,0.50435704,0.083154306,tuning
649,1097,0.011759251,0.34137774,0.50250053,0.08297214,tuning
651,1100,0.029821612,0.29096207,0.50703377,0.071080536,tuning
652,1101,0.015512849,0.301733,0.50348896,0.073684216,tuning
653,1103,0.056191906,0.44545048,0.5117524,0.10538566,tuning
654,1104,0.05193433,0.43273535,0.5108803,0.102706015,tuning
656,1120,4.5734974e-05,0.38236377,0.4997939,0.09243344,tuning
657,1124,0.011629582,0.3568536,0.50226074,0.08630037,tuning
658,1125,0.019289913,0.4363032,0.5035908,0.10400461,tuning
659,1126,0.0063783037,0.37180513,0.5013082,0.090042695,tuning
660,1127,-0.018782998,0.3217955,0.4952703,0.07857746,tuning
662,1129,-0.004586552,0.28568867,0.49864325,0.0700262,tuning
663,1130,-0.0028749907,0.33022907,0.498924,0.08039049,tuning
664,1131,0.025030263,0.35047045,0.50567746,0.08488709,tuning
665,1132,0.032758247,0.37034672,0.50744724,0.089434505,tuning
666,1135,0.021115962,0.4046483,0.5044252,0.09712871,tuning
667,1136,-0.004458747,0.41825798,0.4983013,0.10038726,tuning
668,1147,0.0035655817,0.35389066,0.5008432,0.0860264,tuning
674,1171,-0.039387718,0.42279074,0.49045694,0.10163835,tuning
681,1179,-0.016726226,0.36174715,0.49568403,0.087685555,tuning
685,1186,-0.007262475,0.37553892,0.49786383,0.090773985,tuning
687,1188,-0.023314152,0.40144897,0.49430624,0.09692726,tuning
688,1189,0.003522122,0.3581996,0.5006559,0.086916395,tuning
690,1191,0.0053454866,0.35477564,0.5009615,0.086054556,tuning
694,1196,0.004346268,0.3081977,0.50085926,0.075368054,tuning
695,1197,-0.0054005384,0.35309142,0.49858522,0.08592783,tuning
698,1200,-0.025219318,0.3091717,0.49377787,0.07569279,tuning
699,1201,0.036600575,0.3136712,0.50845957,0.0763494,tuning
701,1203,0.07848635,0.4389048,0.5171315,0.10371893,tuning
702,1204,0.048249073,0.33506614,0.5110694,0.0811216,tuning
703,1205,0.005185515,0.28631553,0.50107574,0.07013457,tuning
704,1206,-0.0014194266,0.30929494,0.49932754,0.07557189,tuning
705,1207,0.056991868,0.40457076,0.5125151,0.09653751,tuning
706,1208,0.0055625993,0.3427326,0.5009569,0.08324285,tuning
709,1211,-0.008992669,0.37712696,0.4976323,0.09131153,tuning
710,1212,0.048865337,0.39400697,0.5105863,0.094250575,tuning
711,1213,0.007914957,0.35444742,0.5017292,0.0860205,tuning
712,1214,0.00918972,0.3061085,0.50201005,0.074831754,tuning
713,1215,-0.040326662,0.34487197,0.49027172,0.08409124,tuning
715,1217,0.0006389022,0.3309656,0.49991125,0.080602214,tuning
716,1218,-0.017967556,0.315126,0.4955631,0.07708203,tuning
717,1219,0.042443812,0.38082978,0.5093065,0.091463305,tuning
718,1220,-0.013234835,0.32443103,0.4965099,0.07917193,tuning
719,1221,0.04316081,0.35253686,0.5099302,0.08524119,tuning
721,1223,-0.010522078,0.37360355,0.49735057,0.09056555,tuning
722,1224,0.04000769,0.3425406,0.50938916,0.08311356,tuning
723,1225,0.013253797,0.3761363,0.50273097,0.09075576,tuning
725,1227,-0.0010326683,0.3434348,0.4994386,0.08340986,tuning
727,1230,-0.008007811,0.39527586,0.497518,0.09520508,tuning
728,1231,0.035369925,0.37428704,0.5079104,0.09018523,tuning
730,1234,0.0236159,0.3940073,0.504996,0.09470984,tuning
731,1235,-0.0049289213,0.4075384,0.4981314,0.097955756,tuning
733,1237,0.054023944,0.42178482,0.51158303,0.10034533,tuning
734,1238,-0.0021799935,0.42257786,0.49895674,0.101381585,tuning
735,1240,-0.0054310164,0.3288893,0.498502,0.08023857,tuning
737,1242,-0.008662344,0.3250681,0.49775457,0.07931664,tuning
738,1243,-0.026744075,0.38700676,0.49334922,0.09356447,tuning
739,1244,-6.329351e-05,0.37727857,0.49955013,0.09116372,tuning
740,1245,0.014879757,0.35387677,0.5033559,0.085863285,tuning
741,1246,0.02241898,0.3689048,0.5049732,0.08909992,tuning
742,1247,0.02429624,0.37026957,0.50507516,0.08924433,tuning
743,1248,0.039013505,0.3631397,0.50859654,0.08751931,tuning
744,1249,-0.008959632,0.30262527,0.49770886,0.07410215,tuning
745,1250,0.059418958,0.378277,0.51329976,0.090625644,tuning
747,1252,0.027881542,0.32293928,0.5063294,0.07844667,tuning
748,1253,0.05343573,0.41227025,0.5114386,0.09820239,tuning
749,1254,0.03487896,0.3952892,0.5072433,0.094778374,tuning
750,1256,0.06663317,0.49715948,0.5133352,0.116113916,tuning
751,1257,-0.015125919,0.41464078,0.4960306,0.09967689,tuning
752,1258,-0.00978411,0.3459549,0.49739832,0.08425174,tuning
753,1259,0.019881722,0.35382175,0.5044045,0.085732095,tuning
755,1261,-0.021873584,0.33738947,0.49453852,0.08224817,tuning
756,1262,0.056852017,0.34627035,0.5130536,0.08358089,tuning
758,1264,-0.007834115,0.3209476,0.4978468,0.07829488,tuning
759,1265,-0.02989106,0.37422004,0.49267796,0.09073425,tuning
761,1267,0.029726408,0.32821423,0.50663763,0.0796116,tuning
762,1268,0.018113263,0.36136603,0.50395125,0.087408625,tuning
763,1269,0.024068583,0.43994468,0.50419503,0.1046,tuning
764,1270,0.012047443,0.33287722,0.5026287,0.08100677,tuning
765,1271,0.011623661,0.3603409,0.5024071,0.08726614,tuning
766,1272,0.040490326,0.3291656,0.50927806,0.07982141,tuning
770,1276,0.024822576,0.38958076,0.50510144,0.09357431,tuning
772,1278,0.019308133,0.38512108,0.50400895,0.09277248,tuning
774,1280,-0.008945521,0.36252722,0.49761772,0.087891504,tuning
775,1281,0.03197737,0.49682158,0.5052762,0.11646247,tuning
776,1282,0.027184078,0.44244504,0.50481385,0.10509808,tuning
777,1283,0.034628652,0.37202555,0.50737405,0.0895209,tuning
779,1285,-0.045624495,0.43944985,0.48886788,0.10537099,tuning
780,1286,0.03741528,0.35351047,0.50841504,0.085315354,tuning
781,1287,0.026743576,0.35805386,0.50561005,0.08647838,tuning
782,1288,0.0041116592,0.3761757,0.5007203,0.09100742,tuning
784,1290,0.0073767104,0.3510839,0.5013757,0.085096315,tuning
785,1291,0.01862518,0.29549128,0.50443023,0.07237595,tuning
786,1292,-0.003853013,0.4116421,0.49851772,0.098855935,tuning
787,1293,0.012579292,0.34506282,0.50263876,0.08369361,tuning
789,1295,0.00096542924,0.36061245,0.499896,0.08735085,tuning
791,1297,-0.016675273,0.39107928,0.49558222,0.09431921,tuning
792,1298,-0.007752316,0.30043846,0.49780342,0.073419735,tuning
793,1299,0.025802877,0.35001314,0.50585127,0.08487003,tuning
794,1300,6.571246e-05,0.37535664,0.4996338,0.09071523,tuning
795,1301,0.028392166,0.36277008,0.5059732,0.08756777,tuning
796,1302,0.012670575,0.37007877,0.5026632,0.08943837,tuning
798,1304,0.014227561,0.33515972,0.5029125,0.08138608,tuning
801,1307,-0.013426844,0.4037441,0.49640942,0.09731994,tuning
802,1320,-0.01567931,0.3093496,0.49606684,0.07566284,tuning
804,1327,0.017517764,0.3279904,0.5038218,0.079697326,tuning
807,1333,0.008678643,0.36160794,0.5013292,0.08748202,tuning
810,1339,-0.0058083003,0.32301426,0.4983184,0.07877315,tuning
811,1340,0.068503946,0.48704958,0.5139281,0.114021905,tuning
812,1342,-0.021192877,0.3379262,0.4946845,0.082319915,tuning
813,1343,-0.018067472,0.3063206,0.49542576,0.07491591,tuning
815,1345,0.015140835,0.3500386,0.5031302,0.08482952,tuning
817,1347,0.008563393,0.33661288,0.5017256,0.0818826,tuning
819,1350,0.009168934,0.33257836,0.50179815,0.08090888,tuning
824,1356,-0.020336203,0.28578693,0.49493387,0.07013365,tuning
827,1359,0.016811822,0.37425417,0.5038061,0.0905317,tuning
832,1367,-0.005419789,0.38290754,0.49844626,0.092633724,tuning
834,1371,0.0155173605,0.2997531,0.5034634,0.07321179,tuning
835,1372,-0.019826556,0.28755555,0.49502367,0.070522346,tuning
837,1374,-0.018532895,0.296015,0.495297,0.0725448,tuning
838,1375,0.017100897,0.310995,0.5038615,0.07585957,tuning
839,1376,-0.012131469,0.28581765,0.49686486,0.070094116,tuning
