item_id,interaction_count,cohort,item_idx
698,5,excluded_rated,
699,0,unrated,
700,145,new,440
701,1,excluded_rated,
702,27,excluded_rated,
703,10,excluded_rated,
704,42,excluded_rated,
705,36,excluded_rated,
706,2,excluded_rated,
707,275,old_train,441
708,679,old_train,442
709,144,new,443
710,51,excluded_rated,
711,62,new,444
712,2,excluded_rated,
713,0,unrated,
714,153,new,445
715,52,excluded_rated,
716,28,excluded_rated,
717,1,excluded_rated,
718,33,excluded_rated,
719,239,old_train,446
720,438,old_train,447
721,0,unrated,
722,27,excluded_rated,
723,0,unrated,
724,416,old_train,448
725,91,new,449
726,9,excluded_rated,
727,0,unrated,
728,217,old_train,450
729,3,excluded_rated,
730,1,excluded_rated,
731,47,excluded_rated,
732,6,excluded_rated,
733,1340,old_train,451
734,3,excluded_rated,
735,101,new,452
736,1110,old_train,453
737,300,old_train,454
738,0,unrated,
739,0,unrated,
741,314,old_train,455
742,174,new,456
743,107,new,457
744,3,excluded_rated,
745,657,old_train,458
746,31,excluded_rated,
747,55,excluded_rated,
748,417,old_train,459
749,4,excluded_rated,
750,1367,old_validation,460
751,15,excluded_rated,
752,0,unrated,
753,32,excluded_rated,
754,13,excluded_rated,
755,9,excluded_rated,
756,4,excluded_rated,
757,4,excluded_rated,
758,1,excluded_rated,
759,59,excluded_rated,
760,33,excluded_rated,
761,123,new,461
762,298,old_train,462
763,1,excluded_rated,
764,74,new,463
765,171,new,464
766,100,new,465
767,24,excluded_rated,
768,0,unrated,
769,12,excluded_rated,
770,0,unrated,
771,18,excluded_rated,
772,0,unrated,
773,0,unrated,
774,1,excluded_rated,
775,9,excluded_rated,
776,4,excluded_rated,
777,0,unrated,
778,751,old_train,466
779,52,excluded_rated,
780,1730,old_train,467
781,103,new,468
782,145,new,469
783,390,old_train,470
784,385,old_train,471
785,765,old_train,472
786,460,old_train,473
787,3,excluded_rated,
788,948,old_train,474
789,2,excluded_rated,
790,1,excluded_rated,
791,2,excluded_rated,
792,1,excluded_rated,
793,10,excluded_rated,
794,0,unrated,
795,0,unrated,
796,3,excluded_rated,
797,0,unrated,
798,204,old_train,475
799,338,old_train,476
800,630,old_validation,477
801,121,new,478
802,427,old_train,479
803,57,excluded_rated,
804,233,old_train,480
805,344,old_train,481
806,60,excluded_rated,
807,14,excluded_rated,
808,43,excluded_rated,
809,105,new,482
810,120,new,483
811,9,excluded_rated,
812,0,unrated,
813,47,excluded_rated,
814,1,excluded_rated,
815,6,excluded_rated,
816,0,unrated,
818,189,new,484
819,0,unrated,
820,4,excluded_rated,
821,2,excluded_rated,
822,0,unrated,
823,4,excluded_rated,
824,28,excluded_rated,
825,0,unrated,
826,1,excluded_rated,
827,2,excluded_rated,
828,54,excluded_rated,
829,131,new,485
830,295,old_validation,486
831,20,excluded_rated,
832,564,old_train,487
833,78,new,488
834,4,excluded_rated,
835,103,new,489
836,237,old_train,490
837,218,old_validation,491
838,501,old_train,492
839,135,new,493
840,50,excluded_rated,
841,25,excluded_rated,
842,151,new,494
843,1,excluded_rated,
844,7,excluded_rated,
845,0,unrated,
846,38,excluded_rated,
847,7,excluded_rated,
848,156,new,495
849,511,old_train,496
850,30,excluded_rated,
851,127,new,497
852,615,old_validation,498
853,3,excluded_rated,
854,8,excluded_rated,
855,0,unrated,
856,0,unrated,
857,0,unrated,
858,2223,old_train,499
859,1,excluded_rated,
860,10,excluded_rated,
861,273,old_train,500
862,31,excluded_rated,
863,10,excluded_rated,
864,12,excluded_rated,
865,1,excluded_rated,
866,572,old_train,501
867,24,excluded_rated,
868,1,excluded_rated,
869,42,excluded_rated,
870,49,excluded_rated,
871,0,unrated,
872,1,excluded_rated,
873,0,unrated,
874,8,excluded_rated,
875,44,excluded_rated,
876,21,excluded_rated,
877,24,excluded_rated,
878,1,excluded_rated,
879,237,old_train,502
880,324,old_validation,503
881,77,new,504
882,59,excluded_rated,
884,2,excluded_rated,
885,43,excluded_rated,
886,104,new,505
887,2,excluded_rated,
888,48,excluded_rated,
889,2,excluded_rated,
890,0,unrated,
891,183,new,506
892,152,new,507
893,69,new,508
894,0,unrated,
895,2,excluded_rated,
896,51,excluded_rated,
897,98,new,509
898,582,old_train,510
899,751,old_train,511
900,343,old_train,512
901,174,new,513
902,676,old_validation,514
903,905,old_train,515
904,1050,old_validation,516
905,374,old_train,517
906,187,new,518
907,105,new,519
908,1315,old_train,520
909,417,old_train,521
910,832,old_train,522
911,306,old_train,523
912,1669,old_train,524
913,1043,old_train,525
914,636,old_validation,526
915,365,old_train,527
916,425,old_train,528
917,77,new,529
918,189,new,530
919,1718,old_train,531
920,1156,old_validation,532
921,302,old_train,533
922,470,old_validation,534
923,1116,old_validation,535
924,1716,old_validation,536
925,12,excluded_rated,
926,403,old_train,537
927,84,new,538
928,386,old_train,539
929,93,new,540
930,445,old_train,541
931,206,old_train,542
932,189,new,543
933,443,old_train,544
934,304,old_validation,545
935,71,new,546
936,132,new,547
937,44,excluded_rated,
938,187,new,548
939,11,excluded_rated,
940,378,old_train,549
941,105,new,550
942,292,old_validation,551
943,171,new,552
944,97,new,553
945,251,old_train,554
946,161,new,555
947,188,new,556
948,130,new,557
949,215,old_validation,558
950,292,old_train,559
951,397,old_train,560
952,269,old_train,561
953,729,old_validation,562
954,383,old_train,563
955,413,old_train,564
956,40,excluded_rated,
957,37,excluded_rated,
958,13,excluded_rated,
959,58,excluded_rated,
960,20,excluded_rated,
961,23,excluded_rated,
962,11,excluded_rated,
963,54,excluded_rated,
964,51,excluded_rated,
965,253,old_validation,565
966,6,excluded_rated,
967,23,excluded_rated,
968,715,old_train,566
969,1057,old_train,567
970,37,excluded_rated,
971,271,old_train,568
972,6,excluded_rated,
973,82,new,569
974,16,excluded_rated,
975,2,excluded_rated,
976,56,excluded_rated,
977,2,excluded_rated,
978,100,new,570
979,0,unrated,
980,5,excluded_rated,
981,4,excluded_rated,
982,81,new,571
983,0,unrated,
984,33,excluded_rated,
985,4,excluded_rated,
986,232,old_train,572
987,40,excluded_rated,
988,69,new,573
989,1,excluded_rated,
990,54,excluded_rated,
991,170,new,574
992,20,excluded_rated,
993,9,excluded_rated,
994,450,old_train,575
996,256,old_train,576
997,28,excluded_rated,
998,93,new,577
999,286,old_train,578
1000,20,excluded_rated,
1001,0,unrated,
1002,8,excluded_rated,
1003,121,new,579
1004,101,new,580
1005,142,new,581
1006,78,new,582
1007,232,old_validation,583
1008,97,new,584
1009,291,old_train,585
1010,242,old_train,586
1011,135,new,587
1012,301,old_train,588
1013,258,old_train,589
1014,136,new,590
1015,234,old_train,591
1016,156,new,592
1017,276,old_train,593
1018,123,new,594
1019,575,old_train,595
1020,392,old_train,596
1021,247,old_validation,597
1022,577,old_train,598
1023,221,old_train,599
1024,126,new,600
1025,293,old_validation,601
1026,8,excluded_rated,
1027,344,old_train,602
1028,1011,old_train,603
1029,568,old_train,604
1030,323,old_train,605
1031,319,old_train,606
1032,525,old_train,607
1033,287,old_train,608
1034,169,new,609
1035,882,old_train,610
1036,1666,old_train,611
1037,615,old_train,612
1038,11,excluded_rated,
1039,3,excluded_rated,
1040,5,excluded_rated,
1041,474,old_train,613
1042,528,old_train,614
1043,108,new,615
1044,35,excluded_rated,
1045,0,unrated,
1046,90,new,616
1047,434,old_train,617
1049,451,old_validation,618
1050,146,new,619
1051,98,new,620
1052,0,unrated,
1053,35,excluded_rated,
1054,81,new,621
1055,19,excluded_rated,
1056,50,excluded_rated,
1057,274,old_validation,622
1058,11,excluded_rated,
1059,479,old_train,623
1060,786,old_train,624
1061,374,old_validation,625
1062,2,excluded_rated,
1063,26,excluded_rated,
1064,209,old_train,626
1065,0,unrated,
1066,175,new,627
1067,23,excluded_rated,
1068,35,excluded_rated,
1069,110,new,628
1070,2,excluded_rated,
1071,5,excluded_rated,
1073,1313,old_train,629
1075,0,unrated,
1076,23,excluded_rated,
1077,744,old_train,630
1078,372,old_train,631
1079,1326,old_train,632
1080,926,old_train,633
1081,434,old_train,634
1082,154,new,635
1083,164,new,636
1084,686,old_train,637
1085,131,new,638
1086,379,old_train,639
1087,18,excluded_rated,
1088,687,old_validation,640
1089,1259,old_train,641
1090,1143,old_train,642
1091,373,old_validation,643
1092,751,old_train,644
1093,680,old_train,645
1094,1229,old_train,646
1095,571,old_train,647
1096,344,old_train,648
1097,2269,old_train,649
1098,5,excluded_rated,
1099,194,new,650
1100,420,old_train,651
1101,1010,old_train,652
1102,4,excluded_rated,
1103,402,old_train,653
1104,483,old_train,654
1105,42,excluded_rated,
1106,0,unrated,
1107,3,excluded_rated,
1108,0,unrated,
1109,0,unrated,
1110,0,unrated,
1111,94,new,655
1112,35,excluded_rated,
1113,50,excluded_rated,
1114,31,excluded_rated,
1115,1,excluded_rated,
1116,17,excluded_rated,
1117,12,excluded_rated,
1118,1,excluded_rated,
1119,34,excluded_rated,
1120,456,old_train,656
1121,13,excluded_rated,
1122,0,unrated,
1123,33,excluded_rated,
1124,405,old_train,657
1125,385,old_train,658
1126,317,old_train,659
1127,1715,old_train,660
1128,170,new,661
1129,884,old_train,662
1130,231,old_train,663
1131,216,old_train,664
1132,220,old_train,665
1133,2,excluded_rated,
1134,2,excluded_rated,
1135,407,old_train,666
1136,1599,old_train,667
1137,0,unrated,
1138,7,excluded_rated,
1139,2,excluded_rated,
1140,0,unrated,
1141,0,unrated,
1142,2,excluded_rated,
1143,0,unrated,
1144,16,excluded_rated,
1145,2,excluded_rated,
1146,0,unrated,
1147,277,old_train,668
1148,882,old_validation,669
1149,4,excluded_rated,
1150,158,new,670
1151,31,excluded_rated,
1152,29,excluded_rated,
1153,14,excluded_rated,
1154,15,excluded_rated,
1155,0,unrated,
1156,0,unrated,
1157,0,unrated,
1158,0,unrated,
1159,0,unrated,
1160,6,excluded_rated,
1161,94,new,671
1162,96,new,672
1163,19,excluded_rated,
1164,5,excluded_rated,
1165,1,excluded_rated,
1166,0,unrated,
1167,94,new,673
1168,18,excluded_rated,
1169,36,excluded_rated,
1170,17,excluded_rated,
1171,415,old_train,674
1172,615,old_validation,675
1173,198,new,676
1174,5,excluded_rated,
1175,368,old_validation,677
1176,129,new,678
1177,147,new,679
1178,230,old_validation,680
1179,885,old_train,681
1180,50,excluded_rated,
1181,10,excluded_rated,
1183,989,old_validation,682
1184,91,new,683
1185,453,old_validation,684
1186,562,old_train,685
1187,147,new,686
1188,676,old_train,687
1189,269,old_train,688
1190,132,new,689
1191,209,old_train,690
1192,105,new,691
1193,1725,old_validation,692
1194,212,old_validation,693
1196,2990,old_train,694
1197,2318,old_train,695
1198,2514,old_validation,696
1199,913,old_validation,697
1200,1820,old_train,698
1201,822,old_train,699
1202,72,new,700
1203,616,old_train,701
1204,831,old_train,702
1205,231,old_train,703
1206,1229,old_train,704
1207,928,old_train,705
1208,1176,old_train,706
1209,173,new,707
1210,2883,old_validation,708
1211,242,old_train,709
1212,480,old_train,710
1213,1657,old_train,711
1214,2024,old_train,712
1215,945,old_train,713
1216,87,new,714
1217,357,old_train,715
1218,244,old_train,716
1219,1263,old_train,717
1220,1341,old_train,718
1221,1692,old_train,719
1222,1254,old_validation,720
1223,473,old_train,721
1224,426,old_train,722
1225,1382,old_train,723
1226,226,old_validation,724
1227,241,old_train,725
1228,677,old_validation,726
1230,1334,old_train,727
1231,750,old_train,728
1232,52,excluded_rated,
1233,1001,old_validation,729
1234,1049,old_train,730
1235,697,old_train,731
1236,90,new,732
1237,299,old_train,733
1238,351,old_train,734
1240,2098,old_train,735
1241,70,new,736
1242,1112,old_train,737
1243,325,old_train,738
1244,718,old_train,739
1245,358,old_train,740
1246,855,old_train,741
1247,1261,old_train,742
1248,514,old_train,743
1249,733,old_train,744
1250,938,old_train,745
1251,228,old_validation,746
1252,1185,old_train,747
1253,559,old_train,748
1254,453,old_train,749
1255,54,excluded_rated,
1256,594,old_train,750
1257,472,old_train,751
1258,1087,old_train,752
1259,1785,old_train,753
1260,308,old_validation,754
1261,548,old_train,755
1262,696,old_train,756
1263,700,old_validation,757
1264,257,old_train,758
1265,2278,old_train,759
1266,997,old_validation,760
1267,765,old_train,761
1268,317,old_train,762
1269,672,old_train,763
1270,2583,old_train,764
1271,593,old_train,765
1272,645,old_train,766
1273,146,new,767
1274,452,old_validation,768
1275,741,old_validation,769
1276,930,old_train,770
1277,363,old_validation,771
1278,1193,old_train,772
1279,194,new,773
1280,277,old_train,774
1281,216,old_train,775
1282,943,old_train,776
1283,403,old_train,777
1284,541,old_validation,778
1285,803,old_train,779
1286,285,old_train,780
1287,704,old_train,781
1288,1118,old_train,782
1289,182,new,783
1290,230,old_train,784
1291,1628,old_train,785
1292,591,old_train,786
1293,671,old_train,787
1294,1099,old_validation,788
1295,266,old_train,789
1296,560,old_validation,790
1297,442,old_train,791
1298,387,old_train,792
1299,732,old_train,793
1300,330,old_train,794
1301,373,old_train,795
1302,768,old_train,796
1303,310,old_validation,797
1304,1419,old_train,798
1305,121,new,799
1306,136,new,800
1307,1568,old_train,801
1308,0,unrated,
1309,0,unrated,
1310,43,excluded_rated,
1311,7,excluded_rated,
1312,29,excluded_rated,
1313,13,excluded_rated,
1314,0,unrated,
1315,3,excluded_rated,
1316,1,excluded_rated,
1317,40,excluded_rated,
1318,0,unrated,
1319,0,unrated,
1320,925,old_train,802
1321,549,old_validation,803
1322,32,excluded_rated,
1323,43,excluded_rated,
1324,22,excluded_rated,
1325,23,excluded_rated,
1326,56,excluded_rated,
1327,355,old_train,804
1328,25,excluded_rated,
1329,36,excluded_rated,
1330,116,new,805
1331,50,excluded_rated,
1332,102,new,806
1333,733,old_train,807
1334,338,old_validation,808
1335,21,excluded_rated,
1336,55,excluded_rated,
1337,64,new,809
1339,672,old_train,810
1340,216,old_train,811
1341,53,excluded_rated,
1342,262,old_train,812
