source_row,user_id,user_idx,item_id,item_idx,rating,timestamp,label,item_rank,role
770886,4593,4592,4,3,2,964238512,0,50,warm_c
769422,4582,4581,4,3,4,964367757,1,51,warm_c
752129,4483,4482,4,3,2,965018429,0,52,warm_c
741405,4430,4429,4,3,2,965103703,0,53,warm_c
740263,4425,4424,4,3,3,965112471,0,54,warm_c
727385,4352,4351,4,3,1,965191854,0,55,warm_c
724794,4343,4342,4,3,2,965227420,0,56,warm_c
724030,4336,4335,4,3,5,965238055,1,57,warm_c
704804,4227,4226,4,3,1,965323696,0,58,warm_c
691508,4140,4139,4,3,2,965351796,0,59,warm_c
678060,4064,4063,4,3,2,965481723,0,60,query
673848,4048,4047,4,3,1,965502382,0,61,query
661206,3988,3987,4,3,5,965708394,1,62,query
642638,3868,3867,4,3,3,965854262,0,63,query
634552,3829,3828,4,3,2,965939947,0,64,query
628954,3808,3807,4,3,3,965966982,0,65,query
618592,3749,3748,4,3,3,966134343,0,66,query
617875,3743,3742,4,3,3,966150607,0,67,query
793914,4748,4747,4,3,4,966169656,1,68,query
670020,4028,4027,4,3,1,966200855,0,69,query
612335,3713,3712,4,3,4,966271058,1,70,query
611704,3709,3708,4,3,2,966275485,0,71,query
583126,3562,3561,4,3,3,966793972,0,72,query
580745,3547,3546,4,3,2,966834377,0,73,query
578846,3539,3538,4,3,4,966881357,1,74,query
571336,3504,3503,4,3,4,966983482,1,75,query
593222,3618,3617,4,3,2,967120136,0,76,query
557491,3425,3424,4,3,1,967366376,0,77,query
766107,4562,4561,4,3,2,967430913,0,78,query
575040,3519,3518,4,3,2,967572773,0,79,query
576734,3526,3525,4,3,1,967618954,0,80,query
549608,3391,3390,4,3,2,967659170,0,81,query
525522,3246,3245,4,3,3,968309599,0,82,query
515218,3182,3181,4,3,1,968781840,0,83,query
521281,3217,3216,4,3,4,968784599,1,84,query
505778,3111,3110,4,3,1,969480755,0,85,query
502768,3087,3086,4,3,3,969788926,0,86,query
516230,3189,3188,4,3,4,969870255,1,87,query
500156,3072,3071,4,3,4,969939442,1,88,query
493688,3032,3031,4,3,5,970349329,1,89,query
492398,3029,3028,4,3,3,970361778,0,90,query
477784,2934,2933,4,3,2,971493262,0,91,query
472201,2907,2906,4,3,2,971820904,0,92,query
852488,5113,5112,4,3,2,971976141,0,93,query
469460,2891,2890,4,3,4,972008930,1,94,query
879728,5317,5316,4,3,3,972357972,0,95,query
443398,2734,2733,4,3,2,973230984,0,96,query
431312,2628,2627,4,3,1,973628476,0,97,query
450466,2777,2776,4,3,2,973729537,0,98,query
420132,2540,2539,4,3,4,974049042,1,99,query
416235,2507,2506,4,3,2,974082616,0,100,query
404315,2419,2418,4,3,1,974303668,0,101,query
399391,2378,2377,4,3,2,974331260,0,102,query
379826,2222,2221,4,3,3,974600605,0,103,query
366037,2131,2130,4,3,2,974648382,0,104,query
362265,2111,2110,4,3,3,974649586,0,105,query
355852,2085,2084,4,3,3,974656172,0,106,query
342972,2016,2015,4,3,4,974677561,1,107,query
314830,1880,1879,4,3,3,974701657,0,108,query
274938,1666,1665,4,3,3,974715901,0,109,query
268408,1631,1630,4,3,3,974724032,0,110,query
358170,2097,2096,4,3,1,974734219,0,111,query
259230,1587,1586,4,3,2,974739926,0,112,query
255259,1554,1553,4,3,3,974741078,0,113,query
223972,1356,1355,4,3,1,974772050,0,114,query
335333,1980,1979,4,3,2,974773751,0,115,query
223232,1354,1353,4,3,3,974774983,0,116,query
203932,1255,1254,4,3,4,974824183,1,117,query
192250,1184,1183,4,3,3,974856769,0,118,query
184721,1150,1149,4,3,2,974875308,0,119,query
177805,1120,1119,4,3,2,974911354,0,120,query
174808,1107,1106,4,3,3,974921428,0,121,query
173428,1100,1099,4,3,3,974926827,0,122,query
262887,1605,1604,4,3,3,974930127,0,123,query
188133,1168,1167,4,3,2,974934137,0,124,query
167588,1068,1067,4,3,4,974949342,1,125,query
166239,1059,1058,4,3,2,974967176,0,126,query
189213,1173,1172,4,3,3,975002296,0,127,query
153590,987,986,4,3,4,975100580,1,128,query
220990,1340,1339,4,3,2,975131739,0,129,query
136187,881,880,4,3,2,975264028,0,130,query
332432,1962,1961,4,3,3,975363534,0,131,query
100688,673,672,4,3,1,975620320,0,132,query
179351,1125,1124,4,3,3,975629477,0,133,query
93644,628,627,4,3,3,975781406,0,134,query
90505,601,600,4,3,4,975881747,1,135,query
238479,1448,1447,4,3,5,976126247,1,136,query
81385,543,542,4,3,3,976215241,0,137,query
70590,476,475,4,3,5,976223366,1,138,query
70020,474,473,4,3,1,976240836,0,139,query
251028,1516,1515,4,3,3,976293307,0,140,query
52405,346,345,4,3,3,976335983,0,141,query
48112,323,322,4,3,2,976408079,0,142,query
132192,855,854,4,3,3,976417384,0,143,query
695668,4169,4168,4,3,3,976589338,0,144,query
537655,3312,3311,4,3,3,976672842,0,145,query
31668,216,215,4,3,3,976863901,0,146,query
33269,225,224,4,3,2,976914356,0,147,query
30174,203,202,4,3,1,976929537,0,148,query
28999,199,198,4,3,1,976988106,0,149,query
26218,187,186,4,3,4,977078862,1,150,query
21103,155,154,4,3,1,977256575,0,151,query
49051,329,328,4,3,3,977871460,0,152,query
3407,26,25,4,3,3,978145310,0,153,query
583,8,7,4,3,3,978232203,0,154,query
79020,531,530,4,3,2,978646332,0,155,query
78202,528,527,4,3,4,980039670,1,156,query
333651,1969,1968,4,3,5,984448000,1,157,query
682087,4085,4084,4,3,2,986186835,0,158,query
51267,338,337,4,3,3,988166868,0,159,query
101827,678,677,4,3,3,989504395,0,160,query
195150,1203,1202,4,3,3,998232470,0,161,query
673073,4042,4041,4,3,3,1005532367,0,162,query
257333,1579,1578,4,3,3,1014184854,0,163,query
916533,5539,5538,4,3,3,1021774941,0,164,query
331227,1958,1957,4,3,3,1027963970,0,165,query
115752,752,751,4,3,3,1029312194,0,166,query
777570,4647,4646,4,3,2,1033878383,0,167,query
342085,2015,2014,4,3,1,1035827549,0,168,query
193355,1194,1193,4,3,3,1036311670,0,169,query
998119,6031,6030,8,7,5,956718223,1,0,warm_a
992022,5995,5994,8,7,3,956857230,0,1,warm_a
993051,6000,5999,8,7,3,956884856,0,2,warm_a
970808,5851,5850,8,7,4,957757293,1,3,warm_a
952068,5751,5750,8,7,4,958309656,1,4,warm_a
941276,5682,5681,8,7,4,958962867,1,5,warm_a
920255,5558,5557,8,7,2,959391435,0,6,warm_a
914495,5530,5529,8,7,2,959623352,0,7,warm_a
888447,5367,5366,8,7,2,960500831,0,8,warm_a
880371,5319,5318,8,7,4,960865578,1,9,warm_a
856339,5142,5141,8,7,4,962147251,1,10,warm_a
833817,5013,5012,8,7,2,962584155,0,11,warm_a
793372,4743,4742,8,7,3,963264830,0,12,warm_a
787689,4712,4711,8,7,3,963456792,0,13,warm_a
785909,4699,4698,8,7,3,963564791,0,14,warm_a
766665,4567,4566,8,7,2,964485619,0,15,warm_a
765336,4556,4555,8,7,3,964665994,0,16,warm_a
763527,4541,4540,8,7,1,964712979,0,17,warm_a
673851,4048,4047,8,7,4,965500727,1,18,warm_a
659466,3974,3973,8,7,3,965655496,0,19,warm_a
653333,3940,3939,8,7,3,965698782,0,20,warm_b
624391,3778,3777,8,7,3,966044229,0,21,warm_b
573153,3511,3510,8,7,3,966974837,0,22,warm_b
638814,3842,3841,8,7,5,967986151,1,23,warm_b
539657,3320,3319,8,7,2,968522085,0,24,warm_b
487526,2999,2998,8,7,2,970621145,0,25,warm_b
477788,2934,2933,8,7,3,971488199,0,26,warm_b
469518,2892,2891,8,7,3,972007075,0,27,warm_b
468763,2888,2887,8,7,4,972058406,1,28,warm_b
712606,4277,4276,8,7,4,972544929,1,29,warm_b
445450,2748,2747,8,7,1,973209127,0,30,warm_b
456277,2810,2809,8,7,4,973458580,1,31,warm_b
429956,2621,2620,8,7,2,973656810,0,32,warm_b
428422,2607,2606,8,7,3,973728666,0,33,warm_b
446625,2753,2752,8,7,2,973894746,0,34,warm_b
398106,2367,2366,8,7,3,974340292,0,35,warm_b
389782,2288,2287,8,7,2,974524890,0,36,warm_b
362054,2110,2109,8,7,3,974650533,0,37,warm_b
353824,2073,2072,8,7,3,974659698,0,38,warm_b
309199,1841,1840,8,7,2,974747833,0,39,warm_b
360379,2106,2105,8,7,1,974755888,0,40,warm_c
222688,1348,1347,8,7,4,974773318,1,41,warm_c
277314,1676,1675,8,7,4,974795897,1,42,warm_c
243625,1470,1469,8,7,1,974836711,0,43,warm_c
213201,1298,1297,8,7,4,974848578,1,44,warm_c
192252,1184,1183,8,7,3,974854840,0,45,warm_c
248599,1501,1500,8,7,3,974931772,0,46,warm_c
413577,2489,2488,8,7,4,975080991,1,47,warm_c
262890,1605,1604,8,7,3,975382772,0,48,warm_c
126428,817,816,8,7,4,975388766,1,49,warm_c
180675,1130,1129,8,7,3,975428780,0,50,warm_c
475721,2919,2918,8,7,2,975445349,0,51,warm_c
94442,634,633,8,7,3,975774486,0,52,warm_c
93704,629,628,8,7,4,975785392,1,53,warm_c
74521,509,508,8,7,3,976298282,0,54,warm_c
333655,1969,1968,8,7,3,976369641,0,55,warm_c
29390,200,199,8,7,3,976957387,0,56,warm_c
14984,119,118,8,7,3,977597842,0,57,warm_c
22924,166,165,8,7,4,977650781,1,58,warm_c
10423,75,74,8,7,5,977851520,1,59,warm_c
10127,73,72,8,7,2,977866389,0,60,query
27782,195,194,8,7,4,978883661,1,61,query
354634,2077,2076,8,7,2,979976686,0,62,query
11790,92,91,8,7,3,986188912,0,63,query
342089,2015,2014,8,7,2,988420337,0,64,query
376274,2195,2194,8,7,3,989114648,0,65,query
807544,4834,4833,8,7,4,1003771718,1,66,query
171127,1088,1087,8,7,3,1009430424,0,67,query
974769,5879,5878,9,8,4,957545784,1,0,warm_a
960833,5795,5794,9,8,1,958145109,0,1,warm_a
967944,5837,5836,9,8,4,958145246,1,2,warm_a
929790,5617,5616,9,8,3,959127279,0,3,warm_a
921709,5568,5567,9,8,4,959311241,1,4,warm_a
919240,5555,5554,9,8,3,959635095,0,5,warm_a
885306,5347,5346,9,8,1,960668549,0,6,warm_a
866670,5227,5226,9,8,3,961475791,0,7,warm_a
868661,5249,5248,9,8,1,961600698,0,8,warm_a
839116,5046,5045,9,8,2,962505275,0,9,warm_a
835901,5026,5025,9,8,2,962581431,0,10,warm_a
827056,4965,4964,9,8,4,962612724,1,11,warm_a
793671,4747,4746,9,8,2,963242257,0,12,warm_a
788915,4725,4724,9,8,2,963369545,0,13,warm_a
785910,4699,4698,9,8,3,963564314,0,14,warm_a
779847,4658,4657,9,8,1,963967706,0,15,warm_a
746367,4453,4452,9,8,3,965085699,0,16,warm_a
736344,4404,4403,9,8,1,965159291,0,17,warm_a
722161,4323,4322,9,8,3,965250417,0,18,warm_a
715233,4284,4283,9,8,2,965277979,0,19,warm_a
714362,4279,4278,9,8,3,965283584,0,20,warm_b
710393,4261,4260,9,8,1,965307431,0,21,warm_b
704809,4227,4226,9,8,3,965324053,0,22,warm_b
706826,4238,4237,9,8,2,965342785,0,23,warm_b
693751,4156,4155,9,8,4,965342835,1,24,warm_b
687162,4113,4112,9,8,4,965364201,1,25,warm_b
657244,3962,3961,9,8,4,965672339,1,26,warm_b
702321,4213,4212,9,8,4,965840489,1,27,warm_b
641672,3859,3858,9,8,3,966020084,0,28,warm_b
602734,3669,3668,9,8,2,966380713,0,29,warm_b
636056,3834,3833,9,8,4,966406071,1,30,warm_b
599664,3650,3649,9,8,3,966461121,0,31,warm_b
595642,3624,3623,9,8,1,966564316,0,32,warm_b
596212,3626,3625,9,8,4,966609161,1,33,warm_b
587598,3589,3588,9,8,2,966655453,0,34,warm_b
586318,3579,3578,9,8,3,966711168,0,35,warm_b
582346,3558,3557,9,8,3,966803120,0,36,warm_b
555587,3416,3415,9,8,3,967405886,0,37,warm_b
541910,3336,3335,9,8,2,967853488,0,38,warm_b
536738,3311,3310,9,8,2,967955824,0,39,warm_b
524982,3242,3241,9,8,4,968351544,1,40,warm_c
520243,3209,3208,9,8,1,968547768,0,41,warm_c
515223,3182,3181,9,8,3,968781064,0,42,warm_c
487657,3000,2999,9,8,1,970621271,0,43,warm_c
484451,2983,2982,9,8,5,970908335,1,44,warm_c
472207,2907,2906,9,8,3,971843998,0,45,warm_c
473081,2909,2908,9,8,3,971978050,0,46,warm_c
462963,2857,2856,9,8,3,972507382,0,47,warm_c
486840,2996,2995,9,8,2,972617571,0,48,warm_c
450474,2777,2776,9,8,3,973125162,0,49,warm_c
407925,2453,2452,9,8,3,974187328,0,50,warm_c
391820,2304,2303,9,8,4,974500010,1,51,warm_c
374977,2186,2185,9,8,3,974608789,0,52,warm_c
367177,2143,2142,9,8,1,974629947,0,53,warm_c
362624,2116,2115,9,8,4,974650141,1,54,warm_c
354451,2074,2073,9,8,2,974657996,0,55,warm_c
314833,1880,1879,9,8,2,974695322,0,56,warm_c
295151,1753,1752,9,8,4,974703428,1,57,warm_c
297243,1764,1763,9,8,4,974704549,1,58,warm_c
289117,1727,1726,9,8,4,974711108,1,59,warm_c
269604,1635,1634,9,8,2,974716851,0,60,query
252138,1527,1526,9,8,2,974744647,0,61,query
309201,1841,1840,9,8,2,974746899,0,62,query
232647,1414,1413,9,8,4,974761649,1,63,query
232082,1408,1407,9,8,2,974762970,0,64,query
226910,1377,1376,9,8,2,974774203,0,65,query
200237,1230,1229,9,8,2,974836632,0,66,query
267070,1624,1623,9,8,2,974853134,0,67,query
190225,1181,1180,9,8,4,974856157,1,68,query
171129,1088,1087,9,8,1,974935409,0,69,query
342092,2015,2014,9,8,3,975036486,0,70,query
154691,999,998,9,8,4,975046502,1,71,query
157442,1012,1011,9,8,1,975074101,0,72,query
270673,1639,1638,9,8,3,975143047,0,73,query
156431,1010,1009,9,8,1,975220179,0,74,query
136191,881,880,9,8,2,975264769,0,75,query
202266,1244,1243,9,8,3,975340580,0,76,query
147256,949,948,9,8,3,975391974,0,77,query
121822,785,784,9,8,4,975431525,1,78,query
105788,699,698,9,8,2,975557465,0,79,query
150347,970,969,9,8,2,975978550,0,80,query
238485,1448,1447,9,8,2,976133926,0,81,query
83754,550,549,9,8,3,976159974,0,82,query
77075,524,523,9,8,2,976172585,0,83,query
118936,770,769,9,8,2,976184516,0,84,query
82610,549,548,9,8,3,976470208,0,85,query
44139,302,301,9,8,1,976503957,0,86,query
626421,3792,3791,9,8,3,976802910,0,87,query
29000,199,198,9,8,3,977005459,0,88,query
26034,185,184,9,8,3,977066806,0,89,query
19745,149,148,9,8,3,977326830,0,90,query
13218,103,102,9,8,4,977555089,1,91,query
26930,192,191,9,8,1,977781989,0,92,query
10128,73,72,9,8,3,977867191,0,93,query
30320,204,203,9,8,2,978049491,0,94,query
354635,2077,2076,9,8,3,979977790,0,95,query
571741,3507,3506,9,8,1,982459402,0,96,query
237502,1447,1446,9,8,2,984289847,0,97,query
9649,65,64,9,8,5,986615324,1,98,query
145667,937,936,9,8,4,991774175,1,99,query
621817,3768,3767,9,8,2,1000107123,0,100,query
331233,1958,1957,9,8,3,1027964027,0,101,query
990451,5980,5979,12,11,4,956937614,1,0,warm_a
980609,5916,5915,12,11,3,957460042,0,1,warm_a
976941,5888,5887,12,11,1,957795321,0,2,warm_a
967901,5836,5835,12,11,2,957843898,0,3,warm_a
965494,5824,5823,12,11,2,957970819,0,4,warm_a
962954,5806,5805,12,11,3,957984998,0,5,warm_a
959490,5788,5787,12,11,1,958109927,0,6,warm_a
961325,5795,5794,12,11,1,958149009,0,7,warm_a
948486,5728,5727,12,11,3,958474720,0,8,warm_a
942730,5686,5685,12,11,2,958689789,0,9,warm_a
925955,5597,5596,12,11,1,959215085,0,10,warm_a
888886,5367,5366,12,11,1,960505142,0,11,warm_a
861376,5182,5181,12,11,3,961789718,0,12,warm_a
851713,5111,5110,12,11,3,962331931,0,13,warm_a
848525,5099,5098,12,11,4,962368250,1,14,warm_a
835284,5020,5019,12,11,2,962583774,0,15,warm_a
831262,4997,4996,12,11,2,962593140,0,16,warm_a
832176,5002,5001,12,11,1,962599519,0,17,warm_a
833462,5011,5010,12,11,4,962637968,1,18,warm_a
808092,4837,4836,12,11,3,962892590,0,19,warm_a
824958,4957,4956,12,11,3,962983044,0,20,warm_b
762990,4535,4534,12,11,4,964721443,1,21,warm_b
757297,4508,4507,12,11,1,964981063,0,22,warm_b
747663,4460,4459,12,11,2,965074156,0,23,warm_b
764113,4543,4542,12,11,1,965112794,0,24,warm_b
739893,4422,4421,12,11,1,965181484,0,25,warm_b
727559,4352,4351,12,11,2,965226714,0,26,warm_b
715601,4285,4284,12,11,5,965282158,1,27,warm_b
710181,4260,4259,12,11,1,965323055,0,28,warm_b
707127,4238,4237,12,11,2,965349270,0,29,warm_b
683125,4086,4085,12,11,5,965433848,1,30,warm_b
681716,4083,4082,12,11,1,965437918,0,31,warm_b
666969,4014,4013,12,11,3,965537874,0,32,warm_b
877779,5305,5304,12,11,3,965543655,0,33,warm_b
666367,4009,4008,12,11,1,965544977,0,34,warm_b
663570,3998,3997,12,11,3,965579170,0,35,warm_b
663272,3997,3996,12,11,3,965580825,0,36,warm_b
660270,3980,3979,12,11,2,965625876,0,37,warm_b
654981,3945,3944,12,11,3,965688815,0,38,warm_b
652777,3934,3933,12,11,1,965705347,0,39,warm_b
672870,4041,4040,12,11,2,965714761,0,40,warm_c
647827,3900,3899,12,11,2,965769860,0,41,warm_c
811649,4868,4867,12,11,3,965789800,0,42,warm_c
759886,4514,4513,12,11,2,965959654,0,43,warm_c
628403,3806,3805,12,11,4,965965551,1,44,warm_c
628816,3807,3806,12,11,3,965967150,0,45,warm_c
638505,3841,3840,12,11,3,966001533,0,46,warm_c
627317,3793,3792,12,11,2,966018405,0,47,warm_c
623519,3771,3770,12,11,1,966048841,0,48,warm_c
670418,4028,4027,12,11,3,966200809,0,49,warm_c
636479,3834,3833,12,11,3,966406206,0,50,warm_c
621326,3762,3761,12,11,1,966435260,0,51,warm_c
725497,4344,4343,12,11,1,966449984,0,52,warm_c
603674,3673,3672,12,11,4,966545384,1,53,warm_c
758768,4510,4509,12,11,1,966801937,0,54,warm_c
577788,3528,3527,12,11,1,966901337,0,55,warm_c
656151,3953,3952,12,11,3,967085632,0,56,warm_c
556999,3422,3421,12,11,1,967412042,0,57,warm_c
550496,3391,3390,12,11,2,967659873,0,58,warm_c
536222,3308,3307,12,11,2,967979370,0,59,warm_c
518880,3201,3200,12,11,3,968625507,0,60,query
566441,3476,3475,12,11,1,968955185,0,61,query
507330,3121,3120,12,11,2,969334945,0,62,query
494433,3032,3031,12,11,4,970350160,1,63,query
472823,2907,2906,12,11,4,971820757,1,64,query
463541,2857,2856,12,11,3,972505994,0,65,query
430185,2621,2620,12,11,4,973657660,1,66,query
426593,2590,2589,12,11,1,973841028,0,67,query
419918,2537,2536,12,11,1,974053351,0,68,query
418907,2529,2528,12,11,3,974057709,0,69,query
414740,2496,2495,12,11,3,974093986,0,70,query
400509,2383,2382,12,11,4,974325685,1,71,query
399590,2378,2377,12,11,1,974331524,0,72,query
397225,2352,2351,12,11,2,974402032,0,73,query
406811,2444,2443,12,11,5,974578356,1,74,query
374353,2181,2180,12,11,1,974611587,0,75,query
370564,2166,2165,12,11,3,974614100,0,76,query
382533,2235,2234,12,11,5,974614782,1,77,query
370052,2164,2163,12,11,3,974615428,0,78,query
368651,2155,2154,12,11,5,974618647,1,79,query
367554,2145,2144,12,11,5,974628836,1,80,query
356051,2085,2084,12,11,2,974656371,0,81,query
352237,2063,2062,12,11,2,974667016,0,82,query
361866,2109,2108,12,11,2,974668263,0,83,query
347028,2035,2034,12,11,2,974673270,0,84,query
341775,2012,2011,12,11,2,974681123,0,85,query
343743,2018,2017,12,11,1,974682884,0,86,query
323527,1919,1918,12,11,5,974691728,1,87,query
288718,1725,1724,12,11,1,974707397,0,88,query
279792,1680,1679,12,11,1,974709821,0,89,query
277937,1676,1675,12,11,3,974710088,0,90,query
271552,1641,1640,12,11,1,974714651,0,91,query
267660,1626,1625,12,11,1,974722648,0,92,query
262341,1600,1599,12,11,2,974756400,0,93,query
227297,1377,1376,12,11,1,974773503,0,94,query
221842,1341,1340,12,11,5,974774527,1,95,query
223733,1354,1353,12,11,2,974775364,0,96,query
213056,1297,1296,12,11,1,974793297,0,97,query
273200,1647,1646,12,11,4,974804098,1,98,query
350371,2056,2055,12,11,3,974819451,0,99,query
196692,1207,1206,12,11,2,974847274,0,100,query
328581,1941,1940,12,11,4,974851311,1,101,query
178335,1120,1119,12,11,2,974913431,0,102,query
175083,1109,1108,12,11,3,974920243,0,103,query
173816,1100,1099,12,11,1,974927035,0,104,query
184107,1146,1145,12,11,2,974934255,0,105,query
172969,1096,1095,12,11,3,974934973,0,106,query
175728,1112,1111,12,11,1,974945308,0,107,query
272354,1645,1644,12,11,3,974980720,0,108,query
158984,1016,1015,12,11,1,975011955,0,109,query
159396,1017,1016,12,11,4,975013177,1,110,query
342738,2015,2014,12,11,4,975037234,1,111,query
150224,967,966,12,11,1,975115899,0,112,query
221571,1340,1339,12,11,1,975132545,0,113,query
157168,1010,1009,12,11,3,975222613,0,114,query
136863,881,880,12,11,2,975264109,0,115,query
134539,869,868,12,11,3,975280014,0,116,query
138717,889,888,12,11,1,975364421,0,117,query
125621,808,807,12,11,1,975393663,0,118,query
124319,800,799,12,11,4,975402867,1,119,query
299780,1778,1777,12,11,2,975555677,0,120,query
106279,699,698,12,11,3,975559212,0,121,query
109417,714,713,12,11,1,975689685,0,122,query
99032,660,659,12,11,1,975692113,0,123,query
83447,549,548,12,11,1,976117805,0,124,query
81869,543,542,12,11,4,976119721,1,125,query
87116,569,568,12,11,3,976238738,0,126,query
65535,438,437,12,11,3,976258257,0,127,query
47988,321,320,12,11,1,976416541,0,128,query
44608,302,301,12,11,1,976507585,0,129,query
36561,245,244,12,11,1,976737412,0,130,query
337189,1983,1982,12,11,3,976900074,0,131,query
30939,207,206,12,11,1,976917365,0,132,query
235202,1425,1424,12,11,3,976932002,0,133,query
29930,202,201,12,11,3,976936091,0,134,query
99891,667,666,12,11,1,977090646,0,135,query
219298,1329,1328,12,11,3,977166349,0,136,query
192765,1186,1185,12,11,4,977291302,1,137,query
14568,117,116,12,11,2,977505117,0,138,query
801496,4802,4801,12,11,4,977972611,1,139,query
120569,777,776,12,11,4,978033019,1,140,query
234302,1422,1421,12,11,2,978622871,0,141,query
696653,4169,4168,12,11,2,978663691,0,142,query
585038,3571,3570,12,11,1,979768769,0,143,query
119472,770,769,12,11,2,979783145,0,144,query
238198,1447,1446,12,11,1,981017886,0,145,query
371109,2168,2167,12,11,4,982360083,1,146,query
249939,1505,1504,12,11,3,983672336,0,147,query
28264,195,194,12,11,2,986671749,0,148,query
102545,678,677,12,11,2,989243164,0,149,query
35095,237,236,12,11,2,992230084,0,150,query
11645,90,89,12,11,3,993877204,0,151,query
79664,531,530,12,11,2,994345257,0,152,query
456575,2810,2809,12,11,1,997929521,0,153,query
891648,5387,5386,12,11,2,1000908273,0,154,query
474010,2909,2908,12,11,1,1009396814,0,155,query
718660,4305,4304,12,11,4,1011533809,1,156,query
63286,424,423,12,11,1,1017244331,0,157,query
821610,4940,4939,12,11,4,1022013945,1,158,query
160350,1019,1018,12,11,3,1044908779,0,159,query
993257,6000,5999,13,12,3,956885209,0,0,warm_a
937670,5657,5656,13,12,4,958827999,1,1,warm_a
936585,5650,5649,13,12,3,958862718,0,2,warm_a
934476,5642,5641,13,12,5,958925106,1,3,warm_a
920359,5558,5557,13,12,2,959391082,0,4,warm_a
914754,5530,5529,13,12,3,959624123,0,5,warm_a
888887,5367,5366,13,12,2,960501264,0,6,warm_a
887386,5361,5360,13,12,4,960526141,1,7,warm_a
850195,5106,5105,13,12,3,962334899,0,8,warm_a
842323,5061,5060,13,12,3,962488994,0,9,warm_a
858270,5158,5157,13,12,5,962834034,1,10,warm_a
802607,4808,4807,13,12,4,962935427,1,11,warm_a
789313,4725,4724,13,12,4,963375722,1,12,warm_a
786520,4704,4703,13,12,2,963545967,0,13,warm_a
780060,4658,4657,13,12,2,963966666,0,14,warm_a
775879,4633,4632,13,12,5,964036669,1,15,warm_a
771648,4599,4598,13,12,4,964211673,1,16,warm_a
769686,4585,4584,13,12,2,964325343,0,17,warm_a
765422,4556,4555,13,12,3,964544693,0,18,warm_a
766579,4566,4565,13,12,4,964633464,1,19,warm_a
763580,4541,4540,13,12,1,964713365,0,20,warm_b
761808,4524,4523,13,12,4,964814700,1,21,warm_b
739894,4422,4421,13,12,4,965118823,1,22,warm_b
729559,4362,4361,13,12,2,965185848,0,23,warm_b
746707,4456,4455,13,12,5,965230121,1,24,warm_b
683126,4086,4085,13,12,3,965433385,0,25,warm_b
678785,4064,4063,13,12,3,965481108,0,26,warm_b
662094,3992,3991,13,12,4,965592508,1,27,warm_b
660210,3979,3978,13,12,3,965628068,0,28,warm_b
652778,3934,3933,13,12,3,965709102,0,29,warm_b
